weighted_sum,V,V_ideal,Error
25,149.5241075754166,87.81604468822479,85.52309870719907
26,149.59394931793216,91.32868647575378,88.9658987522125
27,149.69876408576968,94.84132826328278,92.37372577190396
28,149.7377455234528,98.35397005081177,95.84738612174985
29,149.84872937202456,101.86661183834076,99.24904406070706
14,148.52894842624664,49.176985025405884,47.87919819355011
15,148.62672984600067,52.689626812934875,51.29405856132507
16,148.72872829437256,56.20226860046387,54.70470190048218
17,148.81032705307007,59.71491038799286,58.13574492931366
18,148.90849590301514,63.22755217552185,61.55021786689758
19,148.99051189422607,66.74019396305084,64.98084366321564
20,149.06249940395355,70.25283575057983,68.42149794101715
21,149.1624414920807,73.76547753810883,71.834197640419
22,149.262934923172,77.27811932563782,75.24634599685669
23,149.34831857681277,80.79076111316681,78.6736041307449
24,149.43212270736697,84.3034029006958,82.1024417877197
25,149.51430261135104,87.81604468822479,85.53290367126462
26,149.58618581295016,91.32868647575378,88.97366225719449
27,149.70386028289798,94.84132826328278,92.36862957477567
28,149.75096285343173,98.35397005081177,95.8341687917709
29,149.8527824878693,101.86661183834076,99.24499094486234
30,149.90687370300296,105.37925362586975,102.70354151725766
15,148.63920211791992,52.689626812934875,51.28158628940582
16,148.72993528842926,56.20226860046387,54.703494906425476
17,148.81736040115356,59.71491038799286,58.128711581230164
18,148.89197051525116,63.22755217552185,61.56674325466156
19,148.99885654449463,66.74019396305084,64.97249901294708
20,149.08581972122192,70.25283575057983,68.39817762374878
21,149.16490018367767,73.76547753810883,71.83173894882202
22,149.2597758769989,77.27811932563782,75.24950504302979
23,149.34277534484866,80.79076111316681,78.67914736270902
24,149.41346645355227,84.3034029006958,82.1210980415344
25,149.51807260513309,87.81604468822479,85.52913367748258
26,149.60609376430514,91.32868647575378,88.95375430583951
27,149.67757463455203,94.84132826328278,92.39491522312161
28,149.75923299789432,98.35397005081177,95.82589864730832
29,149.84504878520968,101.86661183834076,99.25272464752194
30,149.91204440593722,105.37925362586975,102.6983708143234
31,150.01951158046725,108.89189541339874,106.10354542732236
16,148.7295925617218,56.20226860046387,54.703837633132935
17,148.82412552833557,59.71491038799286,58.12194645404816
18,148.89465272426605,63.22755217552185,61.56406104564667
19,148.99028837680817,66.74019396305084,64.98106718063354
20,149.101585149765,70.25283575057983,68.38241219520572
21,149.15484189987183,73.76547753810883,71.84179723262787
22,149.2890864610672,77.27811932563782,75.22019445896149
23,149.3499577045441,80.79076111316681,78.67196500301358
24,149.44982528686526,84.3034029006958,82.08473920822141
25,149.5127379894257,87.81604468822479,85.53446829318997
26,149.60315823554996,91.32868647575378,88.9566898345947
27,149.6771425008774,94.84132826328278,92.39534735679624
28,149.790495634079,98.35397005081177,95.79463601112363
29,149.8402506113053,101.86661183834076,99.25752282142633
30,149.92286264896396,105.37925362586975,102.68755257129666
31,150.00599622726443,108.89189541339874,106.11706078052518
32,150.10531246662143,112.40453720092773,109.53038632869718
16,180.87011575698853,56.20226860046387,22.56331443786621
17,180.95070123672485,59.71491038799286,25.995370745658875
18,181.0448318719864,63.22755217552185,29.41388189792633
19,181.14109337329865,66.74019396305084,32.830262184143066
20,181.2192499637604,70.25283575057983,36.2647473812103
21,181.3089549541473,73.76547753810883,39.687684178352384
22,181.40900135040283,77.27811932563782,43.100279569625854
23,181.49414658546448,80.79076111316681,46.5277761220932
24,181.56300485134125,84.3034029006958,49.97155964374542
25,181.65449798107147,87.81604468822479,53.39270830154419
26,181.7318350076676,91.32868647575378,56.828013062477055
27,181.8312704563141,94.84132826328278,60.24121940135956
28,181.9070130586624,98.35397005081177,63.67811858654025
29,181.9950640201569,101.86661183834076,67.10270941257474
30,182.0843368768692,105.37925362586975,70.52607834339142
31,182.1639388799668,108.89189541339874,73.95911812782282
32,182.24799633026123,112.40453720092773,77.38770246505737
17,180.9605211019516,59.71491038799286,25.98555088043213
18,181.05372786521912,63.22755217552185,29.404985904693604
19,181.13964796066284,66.74019396305084,32.83170759677887
20,181.22094869613647,70.25283575057983,36.26304864883423
21,181.31211400032043,73.76547753810883,39.68452513217926
22,181.39176070690155,77.27811932563782,43.117520213127136
23,181.4972460269928,80.79076111316681,46.52467668056488
24,181.5680265426636,84.3034029006958,49.96653795242307
25,181.65257573127747,87.81604468822479,53.394630551338196
26,181.7314624786377,91.32868647575378,56.82838559150696
27,181.8170249462128,94.84132826328278,60.25546491146085
28,181.9099634885788,98.35397005081177,63.67516815662384
29,182.00045824050903,101.86661183834076,67.0973151922226
30,182.06799030303955,105.37925362586975,70.54242491722107
31,182.1560114622116,108.89189541339874,73.967045545578
32,182.25634098052976,112.40453720092773,77.37935781478885
33,182.3319941759109,115.91717898845673,80.8163464069367
18,181.0428649187088,63.22755217552185,29.41584885120392
19,181.1377853155136,66.74019396305084,32.8335702419281
20,181.2357157468796,70.25283575057983,36.2482815980911
21,181.32072687149048,73.76547753810883,39.675912261009216
22,181.3917011022568,77.27811932563782,43.11757981777188
23,181.49229884147644,80.79076111316681,46.52962386608124
24,181.5800666809082,84.3034029006958,49.95449781417847
25,181.661069393158,87.81604468822479,53.386136889457674
26,181.74052238464355,91.32868647575378,56.8193256855011
27,181.8228513002396,94.84132826328278,60.249638557434054
28,181.9012463092804,98.35397005081177,63.68388533592224
29,181.98296427726743,101.86661183834076,67.1148091554642
30,182.08089470863345,105.37925362586975,70.52952051162717
31,182.1696311235428,108.89189541339874,73.9534258842468
32,182.23936855793,112.40453720092773,77.39633023738861
33,182.33829736709595,115.91717898845673,80.81004321575165
34,182.4031174182892,119.42982077598572,84.25786495208737
19,181.1498999595642,66.74019396305084,32.8214555978775
20,181.24528229236603,70.25283575057983,36.238715052604675
21,181.31744861602783,73.76547753810883,39.67919051647186
22,181.40700459480288,77.27811932563782,43.1022763252258
23,181.4857721328736,80.79076111316681,46.536150574684086
24,181.570366024971,84.3034029006958,49.96419847011566
25,181.6629767417908,87.81604468822479,53.38422954082486
26,181.74347281456,91.32868647575378,56.81637525558466
27,181.83644115924835,94.84132826328278,60.23604869842529
28,181.9140464067459,98.35397005081177,63.671085238456726
29,181.9957047700882,101.86661183834076,67.10206866264343
30,182.0727735757828,105.37925362586975,70.53764164447782
31,182.1502596139908,108.89189541339874,73.9727973937988
32,182.23866820335388,112.40453720092773,77.39703059196472
33,182.3247820138932,115.91717898845673,80.82355856895438
34,182.3920756578445,119.42982077598572,84.2689067125321
35,182.4779063463211,122.94246256351471,87.69571781158447
20,181.2344044446945,70.25283575057983,36.24959290027621
21,181.31239712238312,73.76547753810883,39.68424201011658
22,181.4151406288147,77.27811932563782,43.09414029121399
23,181.49735033512115,80.79076111316681,46.52457237243652
24,181.57139420509336,84.3034029006958,49.963170289993315
25,181.6490143537521,87.81604468822479,53.398191928863554
26,181.73733353614807,91.32868647575378,56.82251453399658
27,181.8321645259857,94.84132826328278,60.240325331687956
28,181.91079795360565,98.35397005081177,63.674333691596985
29,181.9908767938614,101.86661183834076,67.10689663887024
30,182.08283185958865,105.37925362586975,70.52758336067197
31,182.15079605579376,108.89189541339874,73.97226095199585
32,182.24209547042847,112.40453720092773,77.39360332489014
33,182.32384324073792,115.91717898845673,80.82449734210968
34,182.41700530052185,119.42982077598572,84.24397706985474
35,182.48678743839264,122.94246256351471,87.68683671951294
36,182.558611035347,126.4551043510437,91.12765491008756
21,181.31014704704285,73.76547753810883,39.68649208545685
22,181.4004629850388,77.27811932563782,43.10881793498987
23,181.5023422241211,80.79076111316681,46.519580483436584
24,181.5800815820694,84.3034029006958,49.95448291301727
25,181.66683614254,87.81604468822479,53.380370140075655
26,181.7375719547272,91.32868647575378,56.82227611541745
27,181.82626366615293,94.84132826328278,60.24622619152072
28,181.9061487913132,98.35397005081177,63.67898285388944
29,181.9924414157868,101.86661183834076,67.10533201694483
30,182.0729523897171,105.37925362586975,70.53746283054352
31,182.15197324752808,108.89189541339874,73.97108376026154
32,182.2336912155152,112.40453720092773,77.40200757980341
33,182.3121160268784,115.91717898845673,80.83622455596918
34,182.41995573043823,119.42982077598572,84.24102663993835
35,182.48318135738373,122.94246256351471,87.69044280052185
36,182.55835771560672,126.4551043510437,91.12790822982785
37,182.6364099979401,129.9677461385727,94.56249773502347
22,181.407317519188,77.27811932563782,43.101963400840674
23,181.491419672966,80.79076111316681,46.530503034591675
24,181.58596754074097,84.3034029006958,49.9485969543457
25,181.6639304161072,87.81604468822479,53.383275866508455
26,181.7551851272583,91.32868647575378,56.80466294288635
27,181.83533847332,94.84132826328278,60.23715138435364
28,181.9061189889908,98.35397005081177,63.679012656211825
29,181.98361992836,101.86661183834076,67.11415350437161
30,182.0751428604126,105.37925362586975,70.53527235984802
31,182.14760720729828,108.89189541339874,73.97544980049133
32,182.24528431892395,112.40453720092773,77.39041447639465
33,182.3126226663589,115.91717898845673,80.8357179164887
34,182.4006587266922,119.42982077598572,84.26032364368439
35,182.4793368577957,122.94246256351471,87.69428730010989
36,182.56388604640964,126.4551043510437,91.12237989902493
37,182.63997137546545,129.9677461385727,94.55893635749811
38,182.724952697754,133.48038792610168,97.98659682273856
23,181.4847886562348,80.79076111316681,46.53713405132288
24,181.5696507692337,84.3034029006958,49.964913725852966
25,181.66124820709229,87.81604468822479,53.38595807552338
26,181.7479133605957,91.32868647575378,56.81193470954895
27,181.835874915123,94.84132826328278,60.23661494255066
28,181.91149830818176,98.35397005081177,63.673633337020874
29,181.99020624160767,101.86661183834076,67.10756719112396
30,182.06575512886047,105.37925362586975,70.54466009140015
31,182.15645849704745,108.89189541339874,73.96659851074216
32,182.2454184293747,112.40453720092773,77.39028036594391
33,182.3267936706543,115.91717898845673,80.8215469121933
34,182.3983937501908,119.42982077598572,84.2625886201858
35,182.4975311756134,122.94246256351471,87.67609298229218
36,182.5696378946305,126.4551043510437,91.11662805080408
37,182.6477944850922,129.9677461385727,94.55111324787137
38,182.72790312767032,133.48038792610168,97.98364639282224
39,182.81187117099765,136.99302971363068,101.4123201370239
24,181.5705895423889,84.3034029006958,49.96397495269778
25,181.65388703346247,87.81604468822479,53.393319249153194
26,181.75527453422544,91.32868647575378,56.80457353591922
27,181.83043599128723,94.84132826328278,60.242053866386414
28,181.9199025630951,98.35397005081177,63.665229082107544
29,182.0012480020523,101.86661183834076,67.09652543067932
30,182.08134174346924,105.37925362586975,70.52907347679138
31,182.16437101364136,108.89189541339874,73.95868599414825
32,182.24981427192688,112.40453720092773,77.38588452339172
33,182.32689797878265,115.91717898845673,80.82144260406494
34,182.408943772316,119.42982077598572,84.25203859806058
35,182.4861317873001,122.94246256351471,87.68749237060547
36,182.57302045822144,126.4551043510437,91.11324548721313
37,182.65350162982944,129.9677461385727,94.54540610313413
38,182.73490667343145,133.48038792610168,97.9766428470611
39,182.8180700540543,136.99302971363068,101.40612125396726
40,182.91069567203525,140.50567150115967,104.82613742351529
25,181.6487014293671,87.81604468822479,53.39850485324857
26,181.73550069332123,91.32868647575378,56.824347376823425
27,181.84375762939453,94.84132826328278,60.228732228279114
28,181.9158047437668,98.35397005081177,63.669326901435824
29,181.9913685321808,101.86661183834076,67.10640490055084
30,182.08777904510492,105.37925362586975,70.5226361751557
31,182.1656823158264,108.89189541339874,73.95737469196322
32,182.25035071372983,112.40453720092773,77.38534808158877
33,182.32837319374084,115.91717898845673,80.81996738910675
34,182.41432309150696,119.42982077598572,84.24665927886963
35,182.4740767478943,122.94246256351471,87.69954741001129
36,182.56901204586032,126.4551043510437,91.11725389957425
37,182.6506704092026,129.9677461385727,94.54823732376096
38,182.73018300533292,133.48038792610168,97.98136651515964
39,182.8330606222153,136.99302971363068,101.39113068580625
40,182.89542198181155,140.50567150115967,104.84141111373899
41,182.9735487699509,144.01831328868866,108.27592611312863
26,181.7422062158585,91.32868647575378,56.817641854286165
27,181.8273216485977,94.84132826328278,60.245168209075956
28,181.9218248128891,98.35397005081177,63.66330683231354
29,181.9977909326553,101.86661183834076,67.09998250007632
30,182.076096534729,105.37925362586975,70.53431868553162
31,182.1550279855728,108.89189541339874,73.96802902221683
32,182.23395943641663,112.40453720092773,77.40173935890198
33,182.31633305549624,115.91717898845673,80.83200752735135
34,182.39973485469812,119.42982077598572,84.26124751567846
35,182.4808418750763,122.94246256351471,87.69278228282928
36,182.57476389408112,126.4551043510437,91.11150205135345
37,182.6443672180176,129.9677461385727,94.55454051494596
38,182.7296912670136,133.48038792610168,97.98185825347895
39,182.8248500823975,136.99302971363068,101.39934122562406
40,182.90244042873385,140.50567150115967,104.83439266681668
41,182.976856827736,144.01831328868866,108.27261805534354
42,183.05741250514987,147.53095507621765,111.70470416545865
27,181.8230003118515,94.84132826328278,60.249489545822144
28,181.91146850585932,98.35397005081177,63.67366313934332
29,182.0147186517716,101.86661183834076,67.08305478096003
30,182.06964433193207,105.37925362586975,70.54077088832855
31,182.1657866239548,108.89189541339874,73.95727038383481
32,182.24689364433289,112.40453720092773,77.38880515098572
33,182.3242604732513,115.91717898845673,80.82408010959631
34,182.4186444282532,119.42982077598572,84.24233794212338
35,182.4934482574463,122.94246256351471,87.68017590045929
36,182.56507813930511,126.4551043510437,91.12118780612946
37,182.65073001384732,129.9677461385727,94.54817771911624
38,182.7250272035599,133.48038792610168,97.98652231693265
39,182.8136742115021,136.99302971363068,101.41051709651944
40,182.89670348167425,140.50567150115967,104.84012961387629
41,182.9616874456406,144.01831328868866,108.28778743743894
42,183.0509454011917,147.53095507621765,111.71117126941681
43,183.13550949096685,151.04359686374664,115.13924896717066
28,181.919738650322,98.35397005081177,63.66539299488065
29,182.00917541980743,101.86661183834076,67.0885980129242
30,182.0889413356781,105.37925362586975,70.52147388458252
31,182.17137455940247,108.89189541339874,73.95168244838715
32,182.2495311498642,112.40453720092773,77.3861676454544
33,182.33466148376465,115.91717898845673,80.81367909908295
34,182.4018955230713,119.42982077598572,84.2590868473053
35,182.4917197227478,122.94246256351471,87.68190443515778
36,182.5765371322632,126.4551043510437,91.10972881317136
37,182.65785276889804,129.9677461385727,94.54105496406552
38,182.72739648818973,133.48038792610168,97.98415303230283
39,182.80361592769623,136.99302971363068,101.42057538032532
40,182.88987874984744,140.50567150115967,104.8469543457031
41,182.96778202056888,144.01831328868866,108.28169286251065
42,183.04528295993808,147.53095507621765,111.71683371067044
43,183.1187456846237,151.04359686374664,115.15601277351382
44,183.2039058208466,154.55623865127563,118.58349442481992
29,182.0051372051239,101.86661183834076,67.09263622760773
30,182.0904016494751,105.37925362586975,70.52001357078552
31,182.16025829315183,108.89189541339874,73.96279871463778
32,182.25638568401337,112.40453720092773,77.37931311130524
33,182.3275983333588,115.91717898845673,80.8207422494888
34,182.4173331260681,119.42982077598572,84.2436492443085
35,182.5020611286164,122.94246256351471,87.67156302928919
36,182.56957828998569,126.4551043510437,91.11668765544889
37,182.6409101486206,129.9677461385727,94.55799758434296
38,182.7336847782136,133.48038792610168,97.97786474227897
39,182.81033635139468,136.99302971363068,101.41385495662686
40,182.89420008659368,140.50567150115967,104.84263300895685
41,182.9729080200196,144.01831328868866,108.27656686305994
42,183.0494105815888,147.53095507621765,111.71270608901972
43,183.12376737594607,151.04359686374664,115.15099108219144
44,183.2070052623749,154.55623865127563,118.5803949832916
45,183.2722276449204,158.06888043880463,122.02781438827509
30,182.07840621471405,105.37925362586975,70.53200900554657
31,182.16979503631592,108.89189541339874,73.9532619714737
32,182.2471916675568,112.40453720092773,77.38850712776181
33,182.3354065418244,115.91717898845673,80.8129340410232
34,182.4234127998352,119.42982077598572,84.23756957054138
35,182.4899166822433,122.94246256351471,87.68370747566229
36,182.5747042894364,126.4551043510437,91.11156165599817
37,182.6439648866653,129.9677461385727,94.55494284629827
38,182.7393919229508,133.48038792610168,97.97215759754175
39,182.7965825796128,136.99302971363068,101.42760872840876
