concat,weighted_sum,V
3 0 7,55,263.68960738182074
3 0 8,56,266.27245545387274
3 0 9,57,268.9235210418702
3 0 10,58,271.5861797332764
3 0 11,59,274.2936313152314
3 0 12,60,277.0248651504517
3 0 13,61,279.78351712226873
3 0 14,62,282.5619876384736
3 0 15,63,285.38858890533453
3 0 16,64,288.18863630294805
3 1 0,49,248.68762493133548
3 1 1,50,251.0823905467988
3 1 2,51,253.5350620746613
3 1 3,52,256.0340762138367
3 1 4,53,258.5452795028687
3 1 5,54,261.11081242561346
3 1 6,55,263.6894285678864
3 1 7,56,266.2732601165772
3 1 8,57,268.9183056354523
3 1 9,58,271.6329097747804
3 1 10,59,274.30537343025213
3 1 11,60,277.0431935787201
3 1 12,61,279.78488802909857
3 1 13,62,282.5640738010407
3 1 14,63,285.36531329154974
3 1 15,64,288.1906628608704
3 1 16,65,291.0714447498322
3 2 0,50,251.09598040580755
3 2 1,51,253.5460889339448
3 2 2,52,256.0290396213532
3 2 3,53,258.5648894309998
3 2 4,54,261.09513640403753
3 2 5,55,263.6829614639283
3 2 6,56,266.28643274307257
3 2 7,57,268.9302861690522
3 2 8,58,271.6133296489716
3 2 9,59,274.3071019649506
3 2 10,60,277.0617306232453
3 2 11,61,279.7772884368897
3 2 12,62,282.6021313667298
3 2 13,63,285.3628396987916
3 2 14,64,288.1971895694733
3 2 15,65,291.0726666450501
3 2 16,66,293.94510388374334
3 3 0,51,253.54030728340155
3 3 1,52,256.0262382030488
3 3 2,53,258.5712671279908
3 3 3,54,261.09462976455694
3 3 4,55,263.6875808238984
3 3 5,56,266.2962377071381
3 3 6,57,268.9460515975953
3 3 7,58,271.61613106727606
3 3 8,59,274.32855963706976
3 3 9,60,277.0507633686066
3 3 10,61,279.8095345497132
3 3 11,62,282.60099887847906
3 3 12,63,285.3851020336152
3 3 13,64,288.2159650325776
3 3 14,65,291.0843193531037
3 3 15,66,293.9364314079285
3 3 16,67,296.84647917747503
3 4 0,52,256.0212612
3 4 1,53,258.5630118846894
3 4 2,54,261.09728217124945
3 4 3,55,263.7050151824952
3 4 4,56,266.3013339042664
3 4 5,57,268.9185738563538
3 4 6,58,271.6136574745179
3 4 7,59,274.3325829505921
3 4 8,60,277.04441547393805
3 4 9,61,279.79755401611334
3 4 10,62,282.5894654
3 4 11,63,285.3845953941346
3 4 12,64,288.20216655731207
3 4 13,65,291.09019041061407
3 4 14,66,293.9479947090149
3 4 15,67,296.85246944427496
3 4 16,68,299.7968494892121
3 5 0,53,258.5433423519135
3 5 1,54,261.0831260681153
3 5 2,55,263.6894881725312
3 5 3,56,266.3035094738007
3 5 4,57,268.9375877380372
3 5 5,58,271.6073095798493
3 5 6,59,274.3179798126221
3 5 7,60,277.0491838455201
3 5 8,61,279.8093259334565
3 5 9,62,282.6060354709626
3 5 10,63,285.37937998771673
3 5 11,64,288.2446646690369
3 5 12,65,291.1049127578736
3 5 13,66,293.9640581607819
3 5 14,67,296.8697547912598
3 5 15,68,299.7992336750031
3 5 16,69,302.7442395687104
3 6 0,54,261.08810305595404
3 6 1,55,263.6855244636536
3 6 2,56,266.31382107734686
3 6 3,57,268.9433693885804
3 6 4,58,271.6089487075806
3 6 5,59,274.34581518173223
3 6 6,60,277.0540118217469
3 6 7,61,279.8032760620118
3 6 8,62,282.6057672500611
3 6 9,63,285.40718555450445
3 6 10,64,288.24287652969366
3 6 11,65,291.1051213741303
3 6 12,66,293.9774990081788
3 6 13,67,296.8694269657136
3 6 14,68,299.79255795478826
3 6 15,69,302.75574326515203
3 6 16,70,305.70903420448315
3 7 0,55,263.6647522449494
3 7 1,56,266.2928402423859
3 7 2,57,268.9428627490998
3 7 3,58,271.6111838817597
3 7 4,59,274.3082344532013
3 7 5,60,277.05380320549017
3 7 6,61,279.8380553722382
3 7 7,62,282.6164364814759
3 7 8,63,285.44718027114874
3 7 9,64,288.25157880783087
3 7 10,65,291.09779000282293
3 7 11,66,293.99082064628607
3 7 12,67,296.88861966133123
3 7 13,68,299.8273968696595
3 7 14,69,302.7708232402802
3 7 15,70,305.72327971458446
3 7 16,71,308.73659253120434
3 8 0,56,266.29254221916204
3 8 1,57,268.93329620361334
3 8 2,58,271.6039717197419
3 8 3,59,274.3149399757386
3 8 4,60,277.0810723304749
3 8 5,61,279.83647584915167
3 8 6,62,282.5962901115418
3 8 7,63,285.4259908199311
3 8 8,64,288.25867176055914
3 8 9,65,291.10136628150946
3 8 10,66,293.9904928207398
3 8 11,67,296.91937565803534
3 8 12,68,299.8214662075044
3 8 13,69,302.76492238044744
3 8 14,70,305.7354986667634
3 8 15,71,308.7505102157594
3 8 16,72,311.7497265338899
3 9 0,57,268.91466975212103
3 9 1,58,271.6065645217896
3 9 2,59,274.3379473686219
3 9 3,60,277.05046534538275
3 9 4,61,279.8245549201966
3 9 5,62,282.6365232467652
3 9 6,63,285.44962406158453
3 9 7,64,288.2767021656037
3 9 8,65,291.1506891250611
3 9 9,66,294.0109670162201
3 9 10,67,296.91788554191595
3 9 11,68,299.8503447
3 9 12,69,302.7706444263459
3 9 13,70,305.75862526893627
3 9 14,71,308.7612688541413
3 9 15,72,311.7674291133882
3 9 16,73,314.8061335086824
3 10 0,58,271.61905169487005
3 10 1,59,274.3241191
3 10 2,60,277.0509421825409
3 10 3,61,279.85206246376043
3 10 4,62,282.61578083038336
3 10 5,63,285.4201197624207
3 10 6,64,288.2800102233888
3 10 7,65,291.1601066589356
3 10 8,66,294.02527213096624
3 10 9,67,296.9211936
3 10 10,68,299.8573482036591
3 10 11,69,302.8081357479096
3 10 12,70,305.7876527309419
3 10 13,71,308.78189206123363
3 10 14,72,311.7921054363252
3 10 15,73,314.82383608818066
3 10 16,74,317.86394119262707
3 11 0,59,274.31306242942816
3 11 1,60,277.04903483390814
3 11 2,61,279.8154950141908
3 11 3,62,282.60591626167303
3 11 4,63,285.4615449905396
3 11 5,64,288.2823050022126
3 11 6,65,291.15509986877447
3 11 7,66,294.02932524681097
3 11 8,67,296.93409800529486
3 11 9,68,299.8912930488587
3 11 10,69,302.8302192687989
3 11 11,70,305.79450726509106
3 11 12,71,308.7931573390962
3 11 13,72,311.8104637
3 11 14,73,314.8380517959596
3 11 15,74,317.87925958633434
3 11 16,75,320.97479701042187
3 12 0,60,277.0471274852753
3 12 1,61,279.82971072196966
3 12 2,62,282.61575102806097
3 12 3,63,285.4749262332917
3 12 4,64,288.27702999115
3 12 5,65,291.1683320999146
3 12 6,66,294.06526684761053
3 12 7,67,296.9630062580109
3 12 8,68,299.89090561866766
3 12 9,69,302.8482496738435
3 12 10,70,305.8210611343385
3 12 11,71,308.8097870349885
3 12 12,72,311.8319809436799
3 12 13,73,314.8579895496369
3 12 14,74,317.9018199443818
3 12 15,75,320.9773302078248
3 12 16,76,324.07695055007946
3 13 0,61,279.82777357101446
3 13 1,62,282.6149761676789
3 13 2,63,285.44589877128607
3 13 3,64,288.2801294326783
3 13 4,65,291.1497056484223
3 13 5,66,294.0609753131867
3 13 6,67,296.96267843246466
3 13 7,68,299.91054534912115
3 13 8,69,302.8620183467866
3 13 9,70,305.8367371559144
3 13 10,71,308.8369369506837
3 13 11,72,311.8531703948976
3 13 12,73,314.8790001869203
3 13 13,74,317.93007254600536
3 13 14,75,321.0090696811677
3 13 15,76,324.09170269966137
3 13 16,77,327.2046744823457
3 14 0,62,282.6166749
3 14 1,63,285.4269742965699
3 14 2,64,288.29565644264227
3 14 3,65,291.16165637969976
3 14 4,66,294.07611489295965
3 14 5,67,296.9925701618195
3 14 6,68,299.9424338
3 14 7,69,302.89483070373547
3 14 8,70,305.8552145957948
3 14 9,71,308.855712413788
3 14 10,72,311.8721246719361
3 14 11,73,314.9092793464662
3 14 12,74,317.9454803466798
3 14 13,75,321.02960348129284
3 14 14,76,324.1335153579713
3 14 15,77,327.2380232810975
3 14 16,78,330.3577005863191
3 15 0,63,285.4058742523194
3 15 1,64,288.2973254
3 15 2,65,291.1652028560639
3 15 3,66,294.0728068351746
3 15 4,67,296.98595404624945
3 15 5,68,299.93164539337164
3 15 6,69,302.88445949554455
3 15 7,70,305.8944940567018
3 15 8,71,308.8716566562654
3 15 9,72,311.9053840637208
3 15 10,73,314.91827964782726
3 15 11,74,317.9696798324586
3 15 12,75,321.0588395595552
3 15 13,76,324.16275143623363
3 15 14,77,327.26579904556286
3 15 15,78,330.3953707218172
3 15 16,79,333.5285484790803
3 16 0,64,288.2500886917115
3 16 1,65,291.17742180824285
3 16 2,66,294.0881550312043
3 16 3,67,297.00261354446417
3 16 4,68,299.9547719955445
3 16 5,69,302.9112219810487
3 16 6,70,305.8966100215913
3 16 7,71,308.89618396759045
3 16 8,72,311.9238615036012
3 16 9,73,314.9451315402986
3 16 10,74,318.0196881294252
3 16 11,75,321.08750939369213
3 16 12,76,324.1860270500184
3 16 13,77,327.30260491371166
3 16 14,78,330.42728900909435
3 16 15,79,333.57620239257824
3 16 16,80,336.6900086402894
4 0 0,64,272.8558778762818
4 0 1,65,275.71371197700506
4 0 2,66,278.4952819347382
4 0 3,67,281.2968492507935
4 0 4,68,284.1275334358216
4 0 5,69,286.99994087219244
4 0 6,70,289.8638844490052
4 0 7,71,292.7686274051667
4 0 8,72,295.69643735885626
4 0 9,73,298.6401319503785
4 0 10,74,301.6569316387177
4 0 11,75,304.6672344207764
4 0 12,76,307.6629042625428
4 0 13,77,310.7008337974549
4 0 14,78,313.7521147727967
4 0 15,79,316.82935357093817
4 0 16,80,319.91967558860784
4 1 0,65,275.7101953029633
4 1 1,66,278.5062789916993
4 1 2,67,281.3029587
4 1 3,68,284.1342985630036
4 1 4,69,286.9924902915955
4 1 5,70,289.8744344711304
4 1 6,71,292.77962446212774
4 1 7,72,295.71893811225897
4 1 8,73,298.64817857742315
4 1 9,74,301.6720116138459
4 1 10,75,304.6491146087647
4 1 11,76,307.6791465282441
4 1 12,77,310.7039332389832
4 1 13,78,313.7571811676026
4 1 14,79,316.8327212
4 1 15,80,319.92188096046453
4 1 16,81,323.0457008
4 2 0,66,278.4990072250367
4 2 1,67,281.30307793617254
4 2 2,68,284.13316607475286
4 2 3,69,286.9978249073029
4 2 4,70,289.8775041103364
4 2 5,71,292.78561472892767
4 2 6,72,295.7220673561097
4 2 7,73,298.66054654121405
4 2 8,74,301.6695380210877
4 2 9,75,304.6753108501435
4 2 10,76,307.6809644699097
4 2 11,77,310.7148408889771
4 2 12,78,313.75122070312506
4 2 13,79,316.8469071388245
4 2 14,80,319.9270963668824
4 2 15,81,323.04093241691595
4 2 16,82,326.18278264999395
4 3 0,67,281.2930345535279
4 3 1,68,284.1381430625916
4 3 2,69,286.99752688407904
4 3 3,70,289.87342119216925
4 3 4,71,292.7784621715546
4 3 5,72,295.71971297264105
4 3 6,73,298.6507713794709
4 3 7,74,301.6686439514161
4 3 8,75,304.67227101325994
4 3 9,76,307.6779246330262
4 3 10,77,310.7207119464875
4 3 11,78,313.7927651405335
4 3 12,79,316.8566524982453
4 3 13,80,319.95797157287603
4 3 14,81,323.0505883693696
4 3 15,82,326.1899948120118
4 3 16,83,329.32469248771673
4 4 0,68,284.1321229934693
4 4 1,69,286.99558973312384
4 4 2,70,289.88218307495123
4 4 3,71,292.7954494953156
4 4 4,72,295.7219481468201
4 4 5,73,298.67339134216314
4 4 6,74,301.64152383804327
4 4 7,75,304.6897649765015
4 4 8,76,307.69568681716925
4 4 9,77,310.7360005378724
4 4 10,78,313.7999773025513
4 4 11,79,316.8591260910035
4 4 12,80,319.92891430854803
4 4 13,81,323.06006550788885
4 4 14,82,326.2047469615937
4 4 15,83,329.3354511260987
4 4 16,84,332.48534798622137
4 5 0,69,286.99359297752386
4 5 1,70,289.88626599311834
4 5 2,71,292.7977144718171
4 5 3,72,295.72430253028875
4 5 4,73,298.66638779640203
4 5 5,74,301.6416430473328
4 5 6,75,304.6900629997254
4 5 7,76,307.7066838741303
4 5 8,77,310.74038147926336
4 5 9,78,313.7766122817994
4 5 10,79,316.87101721763617
4 5 11,80,319.9427723884583
4 5 12,81,323.06903600692755
4 5 13,82,326.20385289192205
4 5 14,83,329.3429017066956
4 5 15,84,332.49288797378546
4 5 16,85,335.6856107711793
4 6 0,70,289.8669242858888
4 6 1,71,292.7860021591187
4 6 2,72,295.72936892509466
4 6 3,73,298.6717522144318
4 6 4,74,301.6773164272309
4 6 5,75,304.656744003296
4 6 6,76,307.7230155467988
4 6 7,77,310.73918938636785
4 6 8,78,313.7878775596619
4 6 9,79,316.87417626380926
4 6 10,80,319.96545195579534
4 6 11,81,323.07845354080206
4 6 12,82,326.20844244956976
4 6 13,83,329.34376597404486
4 6 14,84,332.51249790191656
4 6 15,85,335.6876075267793
4 6 16,86,338.8788998126985
4 7 0,71,292.7790582180024
4 7 1,72,295.73518037796026
4 7 2,73,298.67750406265264
4 7 3,74,301.67308449745184
4 7 4,75,304.66863512992865
4 7 5,76,307.72450566291815
4 7 6,77,310.7706308364869
4 7 7,78,313.81520628929144
4 7 8,79,316.8966472148896
4 7 9,80,319.9626207351685
4 7 10,81,323.0829238891602
4 7 11,82,326.21449232101446
4 7 12,83,329.36608791351324
4 7 13,84,332.5136601924897
4 7 14,85,335.6961011886598
4 7 15,86,338.89061212539684
4 7 16,87,342.09594130516064
4 8 0,72,295.71071267128
4 8 1,73,298.6833751
4 8 2,74,301.67138576507574
4 8 3,75,304.67447638511663
4 8 4,76,307.69664049148565
4 8 5,77,310.7908964157105
4 8 6,78,313.8037323951722
4 8 7,79,316.8860375881196
4 8 8,80,319.9878633022309
4 8 9,81,323.11701774597174
4 8 10,82,326.2299001216889
4 8 11,83,329.37961816787725
4 8 12,84,332.54081010818487
4 8 13,85,335.7188702
4 8 14,86,338.91719579696667
4 8 15,87,342.11266040802013
4 8 16,88,345.3320562839509
4 9 0,73,298.67121577262884
4 9 1,74,301.6841411590577
4 9 2,75,304.6704232692719
4 9 3,76,307.6822162
4 9 4,77,310.7741475105286
4 9 5,78,313.8348758220673
4 9 6,79,316.9086575508118
4 9 7,80,319.99474763870245
4 9 8,81,323.11555743217474
4 9 9,82,326.2509405612946
4 9 10,83,329.3887674808503
4 9 11,84,332.5618505477906
4 9 12,85,335.7399404048921
4 9 13,86,338.9239311218263
4 9 14,87,342.1272337436677
4 9 15,88,345.3492522239686
4 9 16,89,348.5778272151948
4 10 0,74,301.67114734649664
4 10 1,75,304.6755791
4 10 2,76,307.69228935241705
4 10 3,77,310.7478022575379
4 10 4,78,313.8216435909272
4 10 5,79,316.9147074222565
4 10 6,80,320.0113773345948
4 10 7,81,323.14828038215643
4 10 8,82,326.26393437385565
4 10 9,83,329.40939068794256
4 10 10,84,332.5717449188233
4 10 11,85,335.74578166008007
4 10 12,86,338.93567323684704
4 10 13,87,342.1392142772676
4 10 14,88,345.3701734542848
4 10 15,89,348.6042022705079
4 10 16,90,351.8560230731965
4 11 0,75,304.6648502349854
4 11 1,76,307.70295858383184
4 11 2,77,310.7308745384217
4 11 3,78,313.8222992420197
4 11 4,79,316.9142603874207
4 11 5,80,320.0067281723023
4 11 6,81,323.14145565032965
4 11 7,82,326.26515626907354
4 11 8,83,329.42372560501104
4 11 9,84,332.5770199298859
4 11 10,85,335.7617259025575
4 11 11,86,338.9537334
4 11 12,87,342.1594798564912
4 11 13,88,345.38045525550854
4 11 14,89,348.6185967922212
4 11 15,90,351.88478231430065
4 11 16,91,355.1363050937654
4 12 0,76,307.698667
4 12 1,77,310.7311427593232
4 12 2,78,313.8158321380616
4 12 3,79,316.9387578964234
4 12 4,80,320.0154900550843
4 12 5,81,323.1606483459473
4 12 6,82,326.2740373611451
4 12 7,83,329.44327592849737
4 12 8,84,332.59609341621405
4 12 9,85,335.78333258628857
4 12 10,86,338.97805213928234
4 12 11,87,342.1843051910401
4 12 12,88,345.4015851020814
4 12 13,89,348.6402928829194
4 12 14,90,351.8994450569154
4 12 15,91,355.15791177749645
4 12 16,92,358.4372699260713
4 13 0,77,310.7390701770783
4 13 1,78,313.81174921989447
4 13 2,79,316.9446289539338
4 13 3,80,320.0490772724152
4 13 4,81,323.1546283
4 13 5,82,326.3083100318909
4 13 6,83,329.45176959037786
4 13 7,84,332.6120376586915
4 13 8,85,335.8002007
4 13 9,86,338.9999866485597
4 13 10,87,342.21094846725475
4 13 11,88,345.43487429618847
4 13 12,89,348.66520762443554
4 13 13,90,351.9175648689271
4 13 14,91,355.1832735538484
4 13 15,92,358.4648668766023
4 13 16,93,361.7478609085084
4 14 0,78,313.80495429039007
4 14 1,79,316.8959319591523
4 14 2,80,320.02821564674383
4 14 3,81,323.1812417507172
4 14 4,82,326.2974321842194
4 14 5,83,329.46342229843145
4 14 6,84,332.6351642608644
4 14 7,85,335.8154296875001
4 14 8,86,339.0215933322908
4 14 9,87,342.24629402160656
4 14 10,88,345.4669415950776
4 14 11,89,348.68335723876964
4 14 12,90,351.94313526153576
4 14 13,91,355.21292686462414
4 14 14,92,358.5029840469361
4 14 15,93,361.77518963813793
4 14 16,94,365.0783896446229
4 15 0,79,316.8860077857972
4 15 1,80,320.00494003295904
4 15 2,81,323.16759228706366
4 15 3,82,326.3166248798371
4 15 4,83,329.46145534515387
4 15 5,84,332.6564133167268
4 15 6,85,335.8365297317506
4 15 7,86,339.02987837791454
4 15 8,87,342.2570526599885
4 15 9,88,345.4808592796327
4 15 10,89,348.73712062835705
4 15 11,90,351.9827425
4 15 12,91,355.2571535110475
4 15 13,92,358.5250973701478
4 15 14,93,361.8015348911287
4 15 15,94,365.1167452335359
4 15 16,95,368.3893084526063
4 16 0,80,319.9882805347443
4 16 1,81,323.18261265754705
4 16 2,82,326.33244991302496
4 16 3,83,329.47123050689703
4 16 4,84,332.66353607177746
4 16 5,85,335.8632326
4 16 6,86,339.04609084129345
4 16 7,87,342.27880835533153
4 16 8,88,345.5028533935548
4 16 9,89,348.75336289405834
4 16 10,90,351.99984908103954
4 16 11,91,355.2627265
4 16 12,92,358.5627377033235
4 16 13,93,361.8478775024415
4 16 14,94,365.1400804519655
4 16 15,95,368.4005439281465
4 16 16,96,371.7867136001588
5 0 0,80,302.1420240402222
5 0 1,81,305.32231926918035
5 0 2,82,308.37675929069525
5 0 3,83,311.45900487899786
5 0 4,84,314.55755233764654
5 0 5,85,317.66891479492193
5 0 6,86,320.79115509986883
5 0 7,87,323.9388465881348
5 0 8,88,327.09279656410223
5 0 9,89,330.26781678199774
5 0 10,90,333.4993422031403
5 0 11,91,336.68911457061773
5 0 12,92,339.9212062358857
5 0 13,93,343.1501686573029
5 0 14,94,346.4173674583436
5 0 15,95,349.69297051429754
5 0 16,96,352.9685735702515
5 1 0,81,305.3078651428223
5 1 1,82,308.37380886077887
5 1 2,83,311.4552199840546
5 1 3,84,314.5509064197541
5 1 4,85,317.68119335174566
5 1 5,86,320.795089
5 1 6,87,323.9607214927674
5 1 7,88,327.10286974906927
5 1 8,89,330.2829861640931
5 1 9,90,333.4732055664063
5 1 10,91,336.7078006267548
5 1 11,92,339.89897370338446
5 1 12,93,343.14987063407904
5 1 13,94,346.4151620864869
5 1 14,95,349.694848060608
5 1 15,96,352.9690802097321
5 1 16,97,356.2672436237336
5 2 0,82,308.3691596984864
5 2 1,83,311.4599287509919
5 2 2,84,314.5471811294556
5 2 3,85,317.6509439945221
5 2 4,86,320.80268859863287
5 2 5,87,323.9543735980988
5 2 6,88,327.0999491214753
5 2 7,89,330.28498291969305
5 2 8,90,333.4809839725495
5 2 9,91,336.71230077743536
5 2 10,92,339.9170041
5 2 11,93,343.1545794010163
5 2 12,94,346.4173376560212
5 2 13,95,349.69896078109747
5 2 14,96,352.9736995697022
5 2 15,97,356.2585711479188
5 2 16,98,359.57944393157965
5 3 0,83,311.45974993705755
5 3 1,84,314.5563900470734
5 3 2,85,317.65115261077887
5 3 3,86,320.8089172840119
5 3 4,87,323.9565789699555
5 3 5,88,327.1033465862275
5 3 6,89,330.30295372009283
5 3 7,90,333.48545432090765
5 3 8,91,336.6896212100983
5 3 9,92,339.9158716201783
5 3 10,93,343.1766629219056
5 3 11,94,346.41015529632574
5 3 12,95,349.6879935264588
5 3 13,96,352.9831171035767
5 3 14,97,356.26342892646795
5 3 15,98,359.58257317543035
5 3 16,99,362.8979623317719
5 4 0,84,314.5300447940827
5 4 1,85,317.65019893646246
5 4 2,86,320.80608606338507
5 4 3,87,323.9733576774598
5 4 4,88,327.1176218986512
5 4 5,89,330.3136229515076
5 4 6,90,333.49686861038214
5 4 7,91,336.7013335227967
5 4 8,92,339.94549512863165
5 4 9,93,343.1804776191712
5 4 10,94,346.4386761188508
5 4 11,95,349.7073054
5 4 12,96,352.9945313930512
5 4 13,97,356.2846183776856
5 4 14,98,359.5931828022004
5 4 15,99,362.90952563285833
5 4 16,100,366.2506639957429
5 5 0,85,317.64608621597296
5 5 1,86,320.79330086708075
5 5 2,87,323.95336031913763
5 5 3,88,327.1112143993378
5 5 4,89,330.31207323074347
5 5 5,90,333.49663019180304
5 5 6,91,336.70961856842047
5 5 7,92,339.9338126182557
5 5 8,93,343.1690633296967
5 5 9,94,346.4346528053284
5 5 10,95,349.72056746482855
5 5 11,96,353.0037999153138
5 5 12,97,356.29418492317205
5 5 13,98,359.5991134643555
5 5 14,99,362.9175723
5 5 15,100,366.25736951828014
5 5 16,101,369.6046769618989
5 6 0,86,320.7842409610749
5 6 1,87,323.9415884017945
5 6 2,88,327.13708281517034
5 6 3,89,330.3069770336152
5 6 4,90,333.4971368312836
5 6 5,91,336.715579
5 6 6,92,339.9769067764283
5 6 7,93,343.20333600044256
5 6 8,94,346.43754363060003
5 6 9,95,349.7064113616944
5 6 10,96,353.0015349388123
5 6 11,97,356.2963008880616
5 6 12,98,359.61017012596136
5 6 13,99,362.92156577110296
5 6 14,100,366.2682771682741
5 6 15,101,369.6093857288362
5 6 16,102,372.95955419540417
5 7 0,87,323.95234704017645
5 7 1,88,327.12787389755255
5 7 2,89,330.31284809112555
5 7 3,90,333.5165679454804
5 7 4,91,336.71912550926214
5 7 5,92,339.9548530578614
5 7 6,93,343.1954979896546
5 7 7,94,346.4754223823548
5 7 8,95,349.72351789474493
5 7 9,96,353.0228137969971
5 7 10,97,356.3061654567719
5 7 11,98,359.6136569976807
5 7 12,99,362.9357516765595
5 7 13,100,366.27382040023815
5 7 14,101,369.6233034133912
5 7 15,102,372.9799687862397
5 7 16,103,376.3608336448671
5 8 0,88,327.1055817604065
5 8 1,89,330.31448721885687
5 8 2,90,333.5071206092835
5 8 3,91,336.70797944068914
5 8 4,92,339.9698734283448
5 8 5,93,343.2211577892304
5 8 6,94,346.4497626
5 8 7,95,349.72321987152105
5 8 8,96,353.0279994010926
5 8 9,97,356.32130503654486
5 8 10,98,359.6265614032746
5 8 11,99,362.9437983036042
5 8 12,100,366.2816882133485
5 8 13,101,369.6476519
5 8 14,102,372.985064983368
5 8 15,103,376.3648867607118
5 8 16,104,379.7566294670106
5 9 0,89,330.3078413009644
5 9 1,90,333.5109651088715
5 9 2,91,336.7156386375428
5 9 3,92,339.94910120964056
5 9 4,93,343.1982100009919
5 9 5,94,346.4520871639252
5 9 6,95,349.7535884380341
5 9 7,96,353.05279493331915
5 9 8,97,356.34261369705206
5 9 9,98,359.6398830413819
5 9 10,99,362.9642426967621
5 9 11,100,366.3051128387452
5 9 12,101,369.6602880954744
5 9 13,102,373.0051517486573
5 9 14,103,376.370132
5 9 15,104,379.7622025012971
5 9 16,105,383.1627070903779
5 10 0,90,333.5039318
5 10 1,91,336.7168307304383
5 10 2,92,339.95470404624945
5 10 3,93,343.2049751281739
5 10 4,94,346.46877646446234
5 10 5,95,349.75498914718634
5 10 6,96,353.0483543872834
5 10 7,97,356.3580214977265
5 10 8,98,359.66053605079657
5 10 9,99,362.975150346756
5 10 10,100,366.3272857666017
5 10 11,101,369.67116594314587
5 10 12,102,373.0221390724183
5 10 13,103,376.3848841190339
5 10 14,104,379.7921538352968
5 10 15,105,383.1802010536195
5 10 16,106,386.5771591663362
5 11 0,91,336.72171831130987
5 11 1,92,339.9593532085419
5 11 2,93,343.1994318962098
5 11 3,94,346.4731574058533
5 11 4,95,349.7427701950074
5 11 5,96,353.0633449554444
5 11 6,97,356.3520014286042
5 11 7,98,359.6660494804383
5 11 8,99,362.9927337169648
5 11 9,100,366.3304150104524
5 11 10,101,369.6765601634981
5 11 11,102,373.04151058197033
5 11 12,103,376.40812993049633
5 11 13,104,379.8055648803712
5 11 14,105,383.1982910633088
5 11 15,106,386.6008222
5 11 16,107,390.0199830532075
5 12 0,92,339.95851874351507
5 12 1,93,343.20065379142767
5 12 2,94,346.45780920982367
5 12 3,95,349.74789619445806
5 12 4,96,353.05181145668035
5 12 5,97,356.38087987899786
5 12 6,98,359.6834242343903
5 12 7,99,363.0110323429108
5 12 8,100,366.34457111358654
5 12 9,101,369.7149753570558
5 12 10,102,373.0610311031343
5 12 11,103,376.4275312423707
5 12 12,104,379.8236846923829
5 12 13,105,383.2008242607118
5 12 14,106,386.6222500801088
5 12 15,107,390.0446593761445
5 12 16,108,393.4762477874757
5 13 0,93,343.1913554668427
5 13 1,94,346.4667499
5 13 2,95,349.77114200592047
5 13 3,96,353.0395328998566
5 13 4,97,356.3738167
5 13 5,98,359.6847057
5 13 6,99,363.0223870277405
5 13 7,100,366.3677275180818
5 13 8,101,369.7176575660706
5 13 9,102,373.0797767639161
5 13 10,103,376.45074725151073
5 13 11,104,379.8421323299409
5 13 12,105,383.2308650016786
5 13 13,106,386.6515755653383
5 13 14,107,390.0715708732606
5 13 15,108,393.50199699401867
5 13 16,109,396.936059
5 14 0,94,346.47941589355474
5 14 1,95,349.73752498626715
5 14 2,96,353.0630171298981
5 14 3,97,356.37459158897406
5 14 4,98,359.70446467399603
5 14 5,99,363.03183436393743
5 14 6,100,366.3786351680757
5 14 7,101,369.73947286605846
5 14 8,102,373.1074929237367
5 14 9,103,376.4857053756715
5 14 10,104,379.8545300960542
5 14 11,105,383.2642138004304
5 14 12,106,386.6741657257081
5 14 13,107,390.0985419750215
5 14 14,108,393.5286104679109
5 14 15,109,396.9649076461793
5 14 16,110,400.3590047359468
5 15 0,95,349.7412204742432
5 15 1,96,353.06462645530706
5 15 2,97,356.3614487648011
5 15 3,98,359.697848558426
5 15 4,99,363.0403876304628
5 15 5,100,366.39201641082775
5 15 6,101,369.75431442260754
5 15 7,102,373.1198012828828
5 15 8,103,376.4920532703401
5 15 9,104,379.8775672912599
5 15 10,105,383.3027482032777
5 15 11,106,386.6948485374452
5 15 12,107,390.1210129261018
5 15 13,108,393.5568630695344
5 15 14,109,397.0082402
5 15 15,110,400.4155397415162
5 15 16,111,403.91290187835705
5 16 0,96,353.01116108894354
5 16 1,97,356.3648164272309
5 16 2,98,359.71704125404364
5 16 3,99,363.0533814430238
5 16 4,100,366.4015531539918
5 16 5,101,369.7660565376283
5 16 6,102,373.13741445541393
5 16 7,103,376.5210211277009
5 16 8,104,379.9048662
5 16 9,105,383.3160698
5 16 10,106,386.7266774177552
5 16 11,107,390.15695452690136
5 16 12,108,393.5875892639161
5 16 13,109,397.0348834991456
5 16 14,110,400.4521667957307
5 16 15,111,403.9475321769716
5 16 16,112,407.42218494415295
6 0 0,96,332.9691588878632
6 0 1,97,336.33014559745794
6 0 2,98,339.6596014499665
6 0 3,99,342.958688735962
6 0 4,100,346.3084101676941
6 0 5,101,349.6022820472718
6 0 6,102,352.93093323707586
6 0 7,103,356.2664985656739
6 0 8,104,359.6087992191315
6 0 9,105,362.9575967788697
6 0 10,106,366.3981258869172
6 0 11,107,369.7742819786072
6 0 12,108,373.1757700443269
6 0 13,109,376.6040504
6 0 14,110,380.03370165824896
6 0 15,111,383.45944881439215
6 0 16,112,386.9117498397828
6 1 0,97,336.3295495510102
6 1 1,98,339.66499567031866
6 1 2,99,342.98607707023626
