concat,weighted_sum,V,Recovered_Binary,Recovered_Value,V_ideal,Ideal_Digital,Error
1 6 10,32,35.01412272453308,00010101,21,331.83321952819824,204,183
1 6 11,33,35.08146107196802,00010101,21,342.20300763845444,210,189
1 6 12,34,35.16949713230133,00010101,21,352.57279574871063,216,195
1 6 13,35,35.24817526340482,00010101,21,362.9425838589668,223,202
1 6 14,36,35.332724452018766,00010101,21,373.312371969223,229,208
1 6 15,37,35.40880978107458,00010101,21,383.6821600794792,235,214
1 6 16,38,35.49379110336312,00010101,21,394.0519481897354,242,221
1 7 0,23,34.25362706184393,00010101,21,238.50512653589246,146,125
1 7 1,24,34.338489174842834,00010101,21,248.87491464614868,153,132
1 7 2,25,34.430086612701416,00010101,21,259.2447027564049,159,138
1 7 3,26,34.516751766204834,00010101,21,269.6144908666611,165,144
1 7 4,27,34.60471332073212,00010101,21,279.98427897691727,172,151
1 7 5,28,34.680336713790894,00010101,21,290.35406708717346,178,157
1 7 6,29,34.7590446472168,00010101,21,300.72385519742966,184,163
1 7 7,30,34.834593534469604,00010101,21,311.09364330768585,191,170
1 7 8,31,34.925296902656584,00010101,21,321.46343141794205,197,176
1 7 9,32,35.014256834983826,00010101,21,331.83321952819824,204,183
1 7 10,33,35.09563207626343,00010101,21,342.20300763845444,210,189
1 7 11,34,35.16723215579992,00010101,21,352.57279574871063,216,195
1 7 12,35,35.266369581222534,00010101,21,362.9425838589668,223,202
1 7 13,36,35.33847630023962,00010101,21,373.312371969223,229,208
1 7 14,37,35.41663289070132,00010101,21,383.6821600794792,235,214
1 7 15,38,35.49674153327945,00010101,21,394.0519481897354,242,221
1 7 16,39,35.58070957660678,00010101,21,404.4217362999916,248,227
1 8 0,24,34.33942794799802,00010101,21,248.87491464614868,153,132
1 8 1,25,34.4227254390716,00010101,21,259.2447027564049,159,138
1 8 2,26,34.524112939834566,00010101,21,269.6144908666611,165,144
1 8 3,27,34.59927439689636,00010101,21,279.98427897691727,172,151
1 8 4,28,34.688740968704224,00010101,21,290.35406708717346,178,157
1 8 5,29,34.77008640766144,00010101,21,300.72385519742966,184,163
1 8 6,30,34.85018014907837,00010101,21,311.09364330768585,191,170
1 8 7,31,34.93320941925049,00010101,21,321.46343141794205,197,176
1 8 8,32,35.01865267753601,00010101,21,331.83321952819824,204,183
1 8 9,33,35.095736384391785,00010101,21,342.20300763845444,210,189
1 8 10,34,35.17778217792514,00010101,21,352.57279574871063,216,195
1 8 11,35,35.25497019290924,00010101,21,362.9425838589668,223,202
1 8 12,36,35.341858863830566,00010101,21,373.312371969223,229,208
1 8 13,37,35.422340035438566,00010101,21,383.6821600794792,235,214
1 8 14,38,35.503745079040584,00010101,21,394.0519481897354,242,221
1 8 15,39,35.58690845966342,00010101,21,404.4217362999916,248,227
1 8 16,40,35.67953407764438,00010101,21,414.7915244102478,255,234
1 9 0,25,34.417539834976225,00010101,21,259.2447027564049,159,138
1 9 1,26,34.50433909893036,00010101,21,269.6144908666611,165,144
1 9 2,27,34.61259603500366,00010101,21,279.98427897691727,172,151
1 9 3,28,34.684643149375944,00010101,21,290.35406708717346,178,157
1 9 4,29,34.76020693778992,00010101,21,300.72385519742966,184,163
1 9 5,30,34.856617450714054,00010101,21,311.09364330768585,191,170
1 9 6,31,34.93452072143552,00010101,21,321.46343141794205,197,176
1 9 7,32,35.01918911933896,00010101,21,331.83321952819824,204,183
1 9 8,33,35.097211599349976,00010101,21,342.20300763845444,210,189
1 9 9,34,35.18316149711609,00010101,21,352.57279574871063,216,195
1 9 10,35,35.24291515350342,00010101,21,362.9425838589668,223,202
1 9 11,36,35.33785045146945,00010101,21,373.312371969223,229,208
1 9 12,37,35.419508814811735,00010101,21,383.6821600794792,235,214
1 9 13,38,35.49902141094205,00010101,21,394.0519481897354,242,221
1 9 14,39,35.60189902782443,00010101,21,404.4217362999916,248,227
1 9 15,40,35.66426038742068,00010101,21,414.7915244102478,255,234
1 9 16,41,35.742387175560026,00010101,21,425.16131252050394,261,240
1 10 0,26,34.51104462146762,00010101,21,269.6144908666611,165,144
1 10 1,27,34.59616005420682,00010101,21,279.98427897691727,172,151
1 10 2,28,34.69066321849823,00010101,21,290.35406708717346,178,157
1 10 3,29,34.76662933826444,00010101,21,300.72385519742966,184,163
1 10 4,30,34.844934940338135,00010101,21,311.09364330768585,191,170
1 10 5,31,34.92386639118192,00010101,21,321.46343141794205,197,176
1 10 6,32,35.00279784202576,00010101,21,331.83321952819824,204,183
1 10 7,33,35.085171461105375,00010101,21,342.20300763845444,210,189
1 10 8,34,35.168573260307255,00010101,21,352.57279574871063,216,195
1 10 9,35,35.249680280685425,00010101,21,362.9425838589668,223,202
1 10 10,36,35.34360229969025,00010101,21,373.312371969223,229,208
1 10 11,37,35.41320562362674,00010101,21,383.6821600794792,235,214
1 10 12,38,35.49852967262274,00010101,21,394.0519481897354,242,221
1 10 13,39,35.59368848800662,00010101,21,404.4217362999916,248,227
1 10 14,40,35.671278834342985,00010101,21,414.7915244102478,255,234
1 10 15,41,35.74569523334512,00010101,21,425.16131252050394,261,240
1 10 16,42,35.826250910759,00010110,22,435.5311006307602,267,245
1 11 0,27,34.59183871746063,00010101,21,279.98427897691727,172,151
1 11 1,28,34.68030691146845,00010101,21,290.35406708717346,178,157
1 11 2,29,34.78355705738073,00010101,21,300.72385519742966,184,163
1 11 3,30,34.8384827375412,00010101,21,311.09364330768585,191,170
1 11 4,31,34.93462502956393,00010101,21,321.46343141794205,197,176
1 11 5,32,35.01573204994202,00010101,21,331.83321952819824,204,183
1 11 6,33,35.09309887886042,00010101,21,342.20300763845444,210,189
1 11 7,34,35.18748283386233,00010101,21,352.57279574871063,216,195
1 11 8,35,35.26228666305542,00010101,21,362.9425838589668,223,202
1 11 9,36,35.333916544914246,00010101,21,373.312371969223,229,208
1 11 10,37,35.41956841945645,00010101,21,383.6821600794792,235,214
1 11 11,38,35.493865609169035,00010101,21,394.0519481897354,242,221
1 11 12,39,35.582512617111234,00010101,21,404.4217362999916,248,227
1 11 13,40,35.66554188728338,00010101,21,414.7915244102478,255,234
1 11 14,41,35.73052585124972,00010101,21,425.16131252050394,261,240
1 11 15,42,35.81978380680084,00010110,22,435.5311006307602,267,245
1 11 16,43,35.904347896575985,00010110,22,445.9008887410164,274,252
1 12 0,28,34.68857705593112,00010101,21,290.35406708717346,178,157
1 12 1,29,34.778013825416565,00010101,21,300.72385519742966,184,163
1 12 2,30,34.85777974128723,00010101,21,311.09364330768585,191,170
1 12 3,31,34.9402129650116,00010101,21,321.46343141794205,197,176
1 12 4,32,35.01836955547333,00010101,21,331.83321952819824,204,183
1 12 5,33,35.10349988937378,00010101,21,342.20300763845444,210,189
1 12 6,34,35.17073392868042,00010101,21,352.57279574871063,216,195
1 12 7,35,35.260558128356934,00010101,21,362.9425838589668,223,202
1 12 8,36,35.34537553787234,00010101,21,373.312371969223,229,208
1 12 9,37,35.42669117450717,00010101,21,383.6821600794792,235,214
1 12 10,38,35.49623489379886,00010101,21,394.0519481897354,242,221
1 12 11,39,35.57245433330536,00010101,21,404.4217362999916,248,227
1 12 12,40,35.65871715545657,00010101,21,414.7915244102478,255,234
1 12 13,41,35.73662042617801,00010101,21,425.16131252050394,261,240
1 12 14,42,35.81412136554721,00010110,22,435.5311006307602,267,245
1 12 15,43,35.88758409023282,00010110,22,445.9008887410164,274,252
1 12 16,44,35.97274422645572,00010110,22,456.27067685127264,280,258
1 13 0,29,34.77397561073303,00010101,21,300.72385519742966,184,163
1 13 1,30,34.85924005508423,00010101,21,311.09364330768585,191,170
1 13 2,31,34.92909669876096,00010101,21,321.46343141794205,197,176
1 13 3,32,35.0252240896225,00010101,21,331.83321952819824,204,183
1 13 4,33,35.096436738967924,00010101,21,342.20300763845444,210,189
1 13 5,34,35.18617153167722,00010101,21,352.57279574871063,216,195
1 13 6,35,35.27089953422552,00010101,21,362.9425838589668,223,202
1 13 7,36,35.338416695594816,00010101,21,373.312371969223,229,208
1 13 8,37,35.409748554229736,00010101,21,383.6821600794792,235,214
1 13 9,38,35.50252318382272,00010101,21,394.0519481897354,242,221
1 13 10,39,35.57917475700381,00010101,21,404.4217362999916,248,227
1 13 11,40,35.663038492202816,00010101,21,414.7915244102478,255,234
1 13 12,41,35.74174642562872,00010101,21,425.16131252050394,261,240
1 13 13,42,35.81824898719793,00010110,22,435.5311006307602,267,245
1 13 14,43,35.892605781555204,00010110,22,445.9008887410164,274,252
1 13 15,44,35.97584366798404,00010110,22,456.27067685127264,280,258
1 13 16,45,36.04106605052954,00010110,22,466.6404649615288,286,264
1 14 0,30,34.84724462032318,00010101,21,311.09364330768585,191,170
1 14 1,31,34.93863344192505,00010101,21,321.46343141794205,197,176
1 14 2,32,35.01603007316592,00010101,21,331.83321952819824,204,183
1 14 3,33,35.10424494743353,00010101,21,342.20300763845444,210,189
1 14 4,34,35.192251205444336,00010101,21,352.57279574871063,216,195
1 14 5,35,35.25875508785242,00010101,21,362.9425838589668,223,202
1 14 6,36,35.34354269504553,00010101,21,373.312371969223,229,208
1 14 7,37,35.41280329227442,00010101,21,383.6821600794792,235,214
1 14 8,38,35.50823032855993,00010101,21,394.0519481897354,242,221
1 14 9,39,35.56542098522192,00010101,21,404.4217362999916,248,227
1 14 10,40,35.64505279064181,00010101,21,414.7915244102478,255,234
1 14 11,41,35.72316467761996,00010101,21,425.16131252050394,261,240
1 14 12,42,35.81452369689944,00010110,22,435.5311006307602,267,245
1 14 13,43,35.89257597923282,00010110,22,445.9008887410164,274,252
1 14 14,44,35.96004843711856,00010110,22,456.27067685127264,280,258
1 14 15,45,36.05361282825473,00010110,22,466.6404649615288,286,264
1 14 16,46,36.118596792221126,00010110,22,477.0102530717849,293,271
1 15 0,31,34.93866324424744,00010101,21,321.46343141794205,197,176
1 15 1,32,35.03353893756872,00010101,21,331.83321952819824,204,183
1 15 2,33,35.09639203548434,00010101,21,342.20300763845444,210,189
1 15 3,34,35.177916288375854,00010101,21,352.57279574871063,216,195
1 15 4,35,35.26990115642553,00010101,21,362.9425838589668,223,202
1 15 5,36,35.34060716629028,00010101,21,373.312371969223,229,208
1 15 6,37,35.41068732738498,00010101,21,383.6821600794792,235,214
1 15 7,38,35.509631037712126,00010101,21,394.0519481897354,242,221
1 15 8,39,35.57182848453522,00010101,21,404.4217362999916,248,227
1 15 9,40,35.65523028373721,00010101,21,414.7915244102478,255,234
1 15 10,41,35.76403856277474,00010101,21,425.16131252050394,261,240
1 15 11,42,35.81626713275912,00010110,22,435.5311006307602,267,245
1 15 12,43,35.90296208858493,00010110,22,445.9008887410164,274,252
1 15 13,44,35.98129749298096,00010110,22,456.27067685127264,280,258
1 15 14,45,36.06760501861578,00010110,22,466.6404649615288,286,264
1 15 15,46,36.12637519836434,00010110,22,477.0102530717849,293,271
1 15 16,47,36.20190918445593,00010110,22,487.38004118204117,299,277
1 16 0,32,35.0087881088256,00010101,21,331.83321952819824,204,183
1 16 1,33,35.0976437330246,00010101,21,342.20300763845444,210,189
1 16 2,34,35.18949449062353,00010101,21,352.57279574871063,216,195
1 16 3,35,35.28578579425812,00010101,21,362.9425838589668,223,202
1 16 4,36,35.35857796669006,00010101,21,373.312371969223,229,208
1 16 5,37,35.42409837245941,00010101,21,383.6821600794792,235,214
1 16 6,38,35.524800419807434,00010101,21,394.0519481897354,242,221
1 16 7,39,35.59799492359164,00010101,21,404.4217362999916,248,227
1 16 8,40,35.65479815006256,00010101,21,414.7915244102478,255,234
1 16 9,41,35.74022650718692,00010101,21,425.16131252050394,261,240
1 16 10,42,35.811558365821924,00010110,22,435.5311006307602,267,245
1 16 11,43,35.89758276939392,00010110,22,445.9008887410164,274,252
1 16 12,44,35.96617281436923,00010110,22,456.27067685127264,280,258
1 16 13,45,36.06152534484872,00010110,22,466.6404649615288,286,264
1 16 14,46,36.12054884433752,00010110,22,477.0102530717849,293,271
1 16 15,47,36.20569407939914,00010110,22,487.38004118204117,299,277
1 16 16,48,36.27972304821017,00010110,22,497.74982929229736,306,284
2 0 0,32,76.46150887012482,00101111,47,331.83321952819824,204,157
2 0 1,33,76.54435932636261,00101111,47,342.20300763845444,210,163
2 0 2,34,76.62524282932281,00101111,47,352.57279574871063,216,169
2 0 3,35,76.70219242572784,00101111,47,362.9425838589668,223,176
2 0 4,36,76.77456736564636,00101111,47,373.312371969223,229,182
2 0 5,37,76.85521245002752,00101111,47,383.6821600794792,235,188
2 0 6,38,76.93807780742642,00101111,47,394.0519481897354,242,195
2 0 7,39,77.01106369495392,00101111,47,404.4217362999916,248,201
2 0 8,40,77.07874476909637,00101111,47,414.7915244102478,255,208
2 0 9,41,77.15940475463873,00101111,47,425.16131252050394,261,214
2 0 10,42,77.23554968833923,00101111,47,435.5311006307602,267,220
2 0 11,43,77.32684910297394,00101111,47,445.9008887410164,274,227
2 0 12,44,77.38313078880313,00101111,47,456.27067685127264,280,233
2 0 13,45,77.45449244976044,00101111,47,466.6404649615288,286,239
2 0 14,46,77.5337815284729,00101111,47,477.0102530717849,293,246
2 0 15,47,77.61120796203613,00101111,47,487.38004118204117,299,252
2 0 16,48,77.68988609313962,00101111,47,497.74982929229736,306,259
2 1 0,33,76.53938233852392,00101111,47,342.20300763845444,210,163
2 1 1,34,76.62560045719152,00101111,47,352.57279574871063,216,169
2 1 2,35,76.71143114566803,00101111,47,362.9425838589668,223,176
2 1 3,36,76.77841186523438,00101111,47,373.312371969223,229,182
2 1 4,37,76.85489952564242,00101111,47,383.6821600794792,235,188
2 1 5,38,76.92503929138184,00101111,47,394.0519481897354,242,195
2 1 6,39,77.01544463634485,00101111,47,404.4217362999916,248,201
2 1 7,40,77.09765434265137,00101111,47,414.7915244102478,255,208
2 1 8,41,77.16816663742065,00101111,47,425.16131252050394,261,214
2 1 9,42,77.23399996757513,00101111,47,435.5311006307602,267,220
2 1 10,43,77.30594277381897,00101111,47,445.9008887410164,274,227
2 1 11,44,77.38411426544192,00101111,47,456.27067685127264,280,233
2 1 12,45,77.46918499469757,00101111,47,466.6404649615288,286,239
2 1 13,46,77.53898203372952,00101111,47,477.0102530717849,293,246
2 1 14,47,77.62552797794342,00101111,47,487.38004118204117,299,252
2 1 15,48,77.68909633159637,00101111,47,497.74982929229736,306,259
2 1 16,49,77.76860892772672,00101111,47,508.1196174025536,312,265
2 2 0,34,76.6150951385498,00101111,47,352.57279574871063,216,169
2 2 1,35,76.71232521533966,00101111,47,362.9425838589668,223,176
2 2 2,36,76.79270207881922,00101111,47,373.312371969223,229,182
2 2 3,37,76.86671614646914,00101111,47,383.6821600794792,235,188
2 2 4,38,76.93514227867126,00101111,47,394.0519481897354,242,195
2 2 5,39,77.00444757938385,00101111,47,404.4217362999916,248,201
2 2 6,40,77.0862996578216,00101111,47,414.7915244102478,255,208
2 2 7,41,77.16730237007141,00101111,47,425.16131252050394,261,214
2 2 8,42,77.24021375179285,00101111,47,435.5311006307602,267,220
2 2 9,43,77.31570303440094,00101111,47,445.9008887410164,274,227
2 2 10,44,77.39707827568054,00101111,47,456.27067685127264,280,233
2 2 11,45,77.45711505413058,00101111,47,466.6404649615288,286,239
2 2 12,46,77.5374174118042,00101111,47,477.0102530717849,293,246
2 2 13,47,77.61566340923312,00101111,47,487.38004118204117,299,252
2 2 14,48,77.68896222114563,00101111,47,497.74982929229736,306,259
2 2 15,49,77.76080071926117,00101111,47,508.1196174025536,312,265
2 2 16,50,77.83985137939453,00101111,47,518.4894055128098,318,271
2 3 0,35,76.71451568603518,00101111,47,362.9425838589668,223,176
2 3 1,36,76.78614556789398,00101111,47,373.312371969223,229,182
2 3 2,37,76.86486840248108,00101111,47,383.6821600794792,235,188
2 3 3,38,76.94754004478457,00101111,47,394.0519481897354,242,195
2 3 4,39,77.01459527015686,00101111,47,404.4217362999916,248,201
2 3 5,40,77.08500325679776,00101111,47,414.7915244102478,255,208
2 3 6,41,77.16354727745056,00101111,47,425.16131252050394,261,214
2 3 7,42,77.23723351955414,00101111,47,435.5311006307602,267,220
2 3 8,43,77.31044292449954,00101111,47,445.9008887410164,274,227
2 3 9,44,77.38628983497622,00101111,47,456.27067685127264,280,233
2 3 10,45,77.47137546539312,00101111,47,466.6404649615288,286,239
2 3 11,46,77.53342390060425,00101111,47,477.0102530717849,293,246
2 3 12,47,77.60834693908686,00101111,47,487.38004118204117,299,252
2 3 13,48,77.70316302776337,00101111,47,497.74982929229736,306,259
2 3 14,49,77.76229083538058,00101111,47,508.1196174025536,312,265
2 3 15,50,77.84178853034973,00101111,47,518.4894055128098,318,271
2 3 16,51,77.90264487266543,00101111,47,528.859193623066,325,278
2 4 0,36,76.78808271884918,00101111,47,373.312371969223,229,182
2 4 1,37,76.86664164066312,00101111,47,383.6821600794792,235,188
2 4 2,38,76.94134116172793,00101111,47,394.0519481897354,242,195
2 4 3,39,77.02574133872994,00101111,47,404.4217362999916,248,201
2 4 4,40,77.09378004074097,00101111,47,414.7915244102478,255,208
2 4 5,41,77.16232538223272,00101111,47,425.16131252050394,261,214
2 4 6,42,77.24037766456604,00101111,47,435.5311006307602,267,220
2 4 7,43,77.32133567333221,00101111,47,445.9008887410164,274,227
2 4 8,44,77.380821108818,00101111,47,456.27067685127264,280,233
2 4 9,45,77.46176421642303,00101111,47,466.6404649615288,286,239
2 4 10,46,77.53746211528778,00101111,47,477.0102530717849,293,246
2 4 11,47,77.61235535144806,00101111,47,487.38004118204117,299,252
2 4 12,48,77.68435776233673,00101111,47,497.74982929229736,306,259
2 4 13,49,77.75864005088806,00101111,47,508.1196174025536,312,265
2 4 14,50,77.83922553062442,00101111,47,518.4894055128098,318,271
2 4 15,51,77.91115343570712,00101111,47,528.859193623066,325,278
2 4 16,52,77.97965407371524,00101111,47,539.2289817333221,331,284
2 5 0,37,76.85674726963043,00101111,47,383.6821600794792,235,188
2 5 1,38,76.93344354629517,00101111,47,394.0519481897354,242,195
2 5 2,39,77.00759172439578,00101111,47,404.4217362999916,248,201
2 5 3,40,77.09060609340668,00101111,47,414.7915244102478,255,208
2 5 4,41,77.17202603816992,00101111,47,425.16131252050394,261,214
2 5 5,42,77.24200189113617,00101111,47,435.5311006307602,267,220
2 5 6,43,77.31497287750244,00101111,47,445.9008887410164,274,227
2 5 7,44,77.39134132862085,00101111,47,456.27067685127264,280,233
2 5 8,45,77.46124267578122,00101111,47,466.6404649615288,286,239
2 5 9,46,77.53816246986392,00101111,47,477.0102530717849,293,246
2 5 10,47,77.61432230472562,00101111,47,487.38004118204117,299,252
2 5 11,48,77.68867909908298,00101111,47,497.74982929229736,306,259
2 5 12,49,77.77021825313562,00101111,47,508.1196174025536,312,265
2 5 13,50,77.83240079879761,00101111,47,518.4894055128098,318,271
2 5 14,51,77.91545987129214,00101111,47,528.859193623066,325,278
2 5 15,52,77.97677814960483,00101111,47,539.2289817333221,331,284
2 5 16,53,78.05222272872922,00101111,47,549.5987698435783,337,290
2 6 0,38,76.94686949253082,00101111,47,394.0519481897354,242,195
2 6 1,39,77.00985670089722,00101111,47,404.4217362999916,248,201
2 6 2,40,77.08804309368134,00101111,47,414.7915244102478,255,208
2 6 3,41,77.18455791473394,00101111,47,425.16131252050394,261,214
2 6 4,42,77.25583016872406,00101111,47,435.5311006307602,267,220
2 6 5,43,77.32073962688446,00101111,47,445.9008887410164,274,227
2 6 6,44,77.38962769508362,00101111,47,456.27067685127264,280,233
2 6 7,45,77.47124135494232,00101111,47,466.6404649615288,286,239
2 6 8,46,77.54160463809964,00101111,47,477.0102530717849,293,246
2 6 9,47,77.60615646839142,00101111,47,487.38004118204117,299,252
2 6 10,48,77.69601047039032,00101111,47,497.74982929229736,306,259
2 6 11,49,77.76804268360138,00101111,47,508.1196174025536,312,265
2 6 12,50,77.84260809421536,00101111,47,518.4894055128098,318,271
2 6 13,51,77.90836691856393,00101111,47,528.859193623066,325,278
2 6 14,52,77.98558473587042,00101111,47,539.2289817333221,331,284
2 6 15,53,78.05630564689642,00101111,47,549.5987698435783,337,290
2 6 16,54,78.13882827758792,00110000,48,559.9685579538345,344,296
2 7 0,39,77.00687646865842,00101111,47,404.4217362999916,248,201
2 7 1,40,77.0881325006485,00101111,47,414.7915244102478,255,208
2 7 2,41,77.1598219871521,00101111,47,425.16131252050394,261,214
2 7 3,42,77.24237442016602,00101111,47,435.5311006307602,267,220
2 7 4,43,77.31528580188754,00101111,47,445.9008887410164,274,227
2 7 5,44,77.3887038230896,00101111,47,456.27067685127264,280,233
2 7 6,45,77.46747136116028,00101111,47,466.6404649615288,286,239
2 7 7,46,77.53926515579224,00101111,47,477.0102530717849,293,246
2 7 8,47,77.61281728744513,00101111,47,487.38004118204117,299,252
2 7 9,48,77.68675684928894,00101111,47,497.74982929229736,306,259
2 7 10,49,77.77300477027893,00101111,47,508.1196174025536,312,265
2 7 11,50,77.84107327461243,00101111,47,518.4894055128098,318,271
2 7 12,51,77.91660726070404,00101111,47,528.859193623066,325,278
2 7 13,52,77.97804474830633,00101111,47,539.2289817333221,331,284
2 7 14,53,78.06172966957098,00101111,47,549.5987698435783,337,290
2 7 15,54,78.12996208667758,00110000,48,559.9685579538345,344,296
2 7 16,55,78.20801436901098,00110000,48,570.3383460640907,350,302
2 8 0,40,77.08562910556793,00101111,47,414.7915244102478,255,208
2 8 1,41,77.15831696987152,00101111,47,425.16131252050394,261,214
2 8 2,42,77.23778486251834,00101111,47,435.5311006307602,267,220
2 8 3,43,77.31619477272034,00101111,47,445.9008887410164,274,227
2 8 4,44,77.3969441652298,00101111,47,456.27067685127264,280,233
2 8 5,45,77.46173441410065,00101111,47,466.6404649615288,286,239
2 8 6,46,77.53615081310272,00101111,47,477.0102530717849,293,246
2 8 7,47,77.6134580373764,00101111,47,487.38004118204117,299,252
2 8 8,48,77.68838107585913,00101111,47,497.74982929229736,306,259
2 8 9,49,77.76065170764923,00101111,47,508.1196174025536,312,265
2 8 10,50,77.84821093082428,00101111,47,518.4894055128098,318,271
2 8 11,51,77.91665196418762,00101111,47,528.859193623066,325,278
2 8 12,52,77.98437774181369,00101111,47,539.2289817333221,331,284
2 8 13,53,78.05667817592624,00101111,47,549.5987698435783,337,290
2 8 14,54,78.14161479473117,00110000,48,559.9685579538345,344,296
2 8 15,55,78.19107174873352,00110000,48,570.3383460640907,350,302
2 8 16,56,78.2720893621445,00110000,48,580.7081341743469,357,309
2 9 0,41,77.16417312622073,00101111,47,425.16131252050394,261,214
2 9 1,42,77.23721861839294,00101111,47,435.5311006307602,267,220
2 9 2,43,77.31834053993225,00101111,47,445.9008887410164,274,227
2 9 3,44,77.38889753818512,00101111,47,456.27067685127264,280,233
2 9 4,45,77.47344672679901,00101111,47,466.6404649615288,286,239
2 9 5,46,77.54142582416534,00101111,47,477.0102530717849,293,246
2 9 6,47,77.62008905410764,00101111,47,487.38004118204117,299,252
2 9 7,48,77.69142091274261,00101111,47,497.74982929229736,306,259
2 9 8,49,77.76346802711484,00101111,47,508.1196174025536,312,265
2 9 9,50,77.83177495002752,00101111,47,518.4894055128098,318,271
2 9 10,51,77.90511846542358,00101111,47,528.859193623066,325,278
2 9 11,52,77.97867059707644,00101111,47,539.2289817333221,331,284
2 9 12,53,78.04891467094424,00101111,47,549.5987698435783,337,290
2 9 13,54,78.11723649501803,00110000,48,559.9685579538345,344,296
2 9 14,55,78.21108400821689,00110000,48,570.3383460640907,350,302
2 9 15,56,78.27597856521609,00110000,48,580.7081341743469,357,309
2 9 16,57,78.34470272064212,00110000,48,591.0779222846031,363,315
2 10 0,42,77.23027467727661,00101111,47,435.5311006307602,267,220
2 10 1,43,77.31899619102478,00101111,47,445.9008887410164,274,227
2 10 2,44,77.38986611366272,00101111,47,456.27067685127264,280,233
2 10 3,45,77.47186720371246,00101111,47,466.6404649615288,286,239
2 10 4,46,77.55438983440402,00101111,47,477.0102530717849,293,246
2 10 5,47,77.61348783969882,00101111,47,487.38004118204117,299,252
2 10 6,48,77.68493890762329,00101111,47,497.74982929229736,306,259
2 10 7,49,77.75813341140753,00101111,47,508.1196174025536,312,265
2 10 8,50,77.84059643745422,00101111,47,518.4894055128098,318,271
2 10 9,51,77.91663706302643,00101111,47,528.859193623066,325,278
2 10 10,52,77.9841095209122,00101111,47,539.2289817333221,331,284
2 10 11,53,78.05672287940982,00101111,47,549.5987698435783,337,290
2 10 12,54,78.13270390033722,00110000,48,559.9685579538345,344,296
2 10 13,55,78.19698750972753,00110000,48,570.3383460640907,350,302
2 10 14,56,78.2766789197922,00110000,48,580.7081341743469,357,309
2 10 15,57,78.3379673957825,00110000,48,591.0779222846031,363,315
2 10 16,58,78.40736210346225,00110000,48,601.4477103948593,369,321
2 11 0,43,77.31138169765472,00101111,47,445.9008887410164,274,227
2 11 1,44,77.39520072937012,00101111,47,456.27067685127264,280,233
2 11 2,45,77.46630907058716,00101111,47,466.6404649615288,286,239
2 11 3,46,77.54276692867282,00101111,47,477.0102530717849,293,246
2 11 4,47,77.63586938381192,00101111,47,487.38004118204117,299,252
2 11 5,48,77.68683135509485,00101111,47,497.74982929229736,306,259
2 11 6,49,77.77062058448794,00101111,47,508.1196174025536,312,265
2 11 7,50,77.84274220466614,00101111,47,518.4894055128098,318,271
2 11 8,51,77.89768278598785,00101111,47,528.859193623066,325,278
2 11 9,52,77.97893881797793,00101111,47,539.2289817333221,331,284
2 11 10,53,78.05244624614718,00101111,47,549.5987698435783,337,290
2 11 11,54,78.12242209911352,00110000,48,559.9685579538345,344,296
2 11 12,55,78.1899839639664,00110000,48,570.3383460640907,350,302
2 11 13,56,78.26206088066104,00110000,48,580.7081341743469,357,309
2 11 14,57,78.34292948246002,00110000,48,591.0779222846031,363,315
2 11 15,58,78.41901481151584,00110000,48,601.4477103948593,369,321
2 11 16,59,78.48951220512393,00110000,48,611.8174985051155,376,328
2 12 0,44,77.39654183387756,00101111,47,456.27067685127264,280,233
2 12 1,45,77.45833694934842,00101111,47,466.6404649615288,286,239
2 12 2,46,77.54454016685486,00101111,47,477.0102530717849,293,246
2 12 3,47,77.62162387371063,00101111,47,487.38004118204117,299,252
2 12 4,48,77.70030200481418,00101111,47,497.74982929229736,306,259
2 12 5,49,77.77027785778046,00101111,47,508.1196174025536,312,265
2 12 6,50,77.84011960029602,00101111,47,518.4894055128098,318,271
2 12 7,51,77.91125774383545,00101111,47,528.859193623066,325,278
2 12 8,52,77.97847688198092,00101111,47,539.2289817333221,331,284
2 12 9,53,78.05193960666656,00101111,47,549.5987698435783,337,290
2 12 10,54,78.13057303428653,00110000,48,559.9685579538345,344,296
2 12 11,55,78.19618284702304,00110000,48,570.3383460640907,350,302
2 12 12,56,78.27940583229068,00110000,48,580.7081341743469,357,309
2 12 13,57,78.33932340145114,00110000,48,591.0779222846031,363,315
2 12 14,58,78.41378450393682,00110000,48,601.4477103948593,369,321
2 12 15,59,78.48118245601657,00110000,48,611.8174985051155,376,328
2 12 16,60,78.55542004108432,00110000,48,622.1872866153717,382,334
2 13 0,45,77.46241986751556,00101111,47,466.6404649615288,286,239
2 13 1,46,77.54194736480713,00101111,47,477.0102530717849,293,246
2 13 2,47,77.62052118778234,00101111,47,487.38004118204117,299,252
2 13 3,48,77.69864797592163,00101111,47,497.74982929229736,306,259
2 13 4,49,77.76938378810883,00101111,47,508.1196174025536,312,265
2 13 5,50,77.83821225166321,00101111,47,518.4894055128098,318,271
2 13 6,51,77.91364192962646,00101111,47,528.859193623066,325,278
2 13 7,52,77.97978818416593,00101111,47,539.2289817333221,331,284
2 13 8,53,78.05037498474124,00101111,47,549.5987698435783,337,290
2 13 9,54,78.11741530895236,00110000,48,559.9685579538345,344,296
2 13 10,55,78.18806171417242,00110000,48,570.3383460640907,350,302
2 13 11,56,78.25832068920138,00110000,48,580.7081341743469,357,309
2 13 12,57,78.33921909332278,00110000,48,591.0779222846031,363,315
