concat,weighted_sum,V,Recovered_Binary,Recovered_Value,V_ideal,Ideal_Digital,Error
0 7 0,7,0.6520897150039673,00000000,0,72.58851677179337,44,44
0 7 1,8,0.7519125938415527,00000000,0,82.95830488204956,51,51
0 7 2,9,0.8398294448852539,00000000,0,93.32809299230576,57,57
0 7 3,10,0.9419769048690796,00000000,0,103.69788110256195,63,63
0 7 4,11,1.0328739881515503,00000000,0,114.06766921281816,70,70
0 7 5,12,1.1389702558517172,00000000,0,124.43745732307434,76,76
0 7 6,13,1.2183189392089844,00000000,0,134.80724543333054,82,82
0 7 7,14,1.2964308261871338,00000000,0,145.17703354358673,89,89
0 7 8,15,1.3973116874694824,00000000,0,155.54682165384293,95,95
0 7 9,16,1.476570963859558,00000000,0,165.91660976409912,102,102
0 7 10,17,1.583874225616455,00000000,0,176.28639787435532,108,108
0 7 11,18,1.668676733970642,00000001,1,186.6561859846115,114,113
0 7 12,19,1.7504841089248373,00000001,1,197.0259740948677,121,120
0 7 13,20,1.845717430114746,00000001,1,207.3957622051239,127,126
0 7 14,21,1.9578933715820597,00000001,1,217.7655503153801,133,132
0 7 15,22,2.003774046897945,00000001,1,228.13533842563632,140,139
0 7 16,23,2.0913332700729654,00000001,1,238.50512653589246,146,145
0 8 0,8,0.7521659135818481,00000000,0,82.95830488204956,51,51
0 8 1,9,0.8398592472076416,00000000,0,93.32809299230576,57,57
0 8 2,10,0.9341984987258911,00000000,0,103.69788110256195,63,63
0 8 3,11,1.0328590869903849,00000000,0,114.06766921281816,70,70
0 8 4,12,1.1407434940338135,00000000,0,124.43745732307434,76,76
0 8 5,13,1.2194961309432983,00000000,0,134.80724543333054,82,82
0 8 6,14,1.2964308261871338,00000000,0,145.17703354358673,89,89
0 8 7,15,1.4090538024902344,00000000,0,155.54682165384293,95,95
0 8 8,16,1.4880448579788208,00000000,0,165.91660976409912,102,102
0 8 9,17,1.5974491834640503,00000000,0,176.28639787435532,108,108
0 8 10,18,1.7009973526000977,00000001,1,186.6561859846115,114,113
0 8 11,19,1.7544925212860107,00000001,1,197.0259740948677,121,120
0 8 12,20,1.8336772918701172,00000001,1,207.3957622051239,127,126
0 8 13,21,1.9269883632660196,00000001,1,217.7655503153801,133,132
0 8 14,22,2.0197033882141397,00000001,1,228.13533842563632,140,139
0 8 15,23,2.0956546068191813,00000001,1,238.50512653589246,146,145
0 8 16,24,2.180382609367399,00000001,1,248.87491464614868,153,152
0 9 0,9,0.8399635553359985,00000000,0,93.32809299230576,57,57
0 9 1,10,0.934600830078125,00000000,0,103.69788110256195,63,63
0 9 2,11,1.0274946689605713,00000000,0,114.06766921281816,70,70
0 9 3,12,1.1443942785263062,00000000,0,124.43745732307434,76,76
0 9 4,13,1.2198090553283691,00000000,0,134.80724543333054,82,82
0 9 5,14,1.2972354888916016,00000000,0,145.17703354358673,89,89
0 9 6,15,1.4080852270126343,00000000,0,155.54682165384293,95,95
0 9 7,16,1.491442322731018,00000000,0,165.91660976409912,102,102
0 9 8,17,1.5667527914047241,00000000,0,176.28639787435532,108,108
0 9 9,18,1.6907453536987305,00000001,1,186.6561859846115,114,113
0 9 10,19,1.7522424459457397,00000001,1,197.0259740948677,121,120
0 9 11,20,1.832231879234314,00000001,1,207.3957622051239,127,126
0 9 12,21,1.9119530916214273,00000001,1,217.7655503153801,133,132
0 9 13,22,2.0260065793991373,00000001,1,228.13533842563632,140,139
0 9 14,23,2.102226018905668,00000001,1,238.50512653589246,146,145
0 9 15,24,2.188220620155363,00000001,1,248.87491464614868,153,152
0 9 16,25,2.279281616210966,00000001,1,259.2447027564049,159,158
0 10 0,10,0.9462982416152954,00000000,0,103.69788110256195,63,63
0 10 1,11,1.0280907154083252,00000000,0,114.06766921281816,70,70
0 10 2,12,1.1247843503952026,00000000,0,124.43745732307434,76,76
0 10 3,13,1.2184828519821167,00000000,0,134.80724543333054,82,82
0 10 4,14,1.2969821691513062,00000000,0,145.17703354358673,89,89
0 10 5,15,1.4066994190216064,00000000,0,155.54682165384293,95,95
0 10 6,16,1.4920830726623535,00000000,0,165.91660976409912,102,102
0 10 7,17,1.578107476234436,00000000,0,176.28639787435532,108,108
0 10 8,18,1.6480237245559692,00000001,1,186.6561859846115,114,113
0 10 9,19,1.7453879117965698,00000001,1,197.0259740948677,121,120
0 10 10,20,1.8371939659118368,00000001,1,207.3957622051239,127,126
0 10 11,21,1.9206106662750528,00000001,1,217.7655503153801,133,132
0 10 12,22,2.013519406318693,00000001,1,228.13533842563632,140,139
0 10 13,23,2.10653245449069,00000001,1,238.50512653589246,146,145
0 10 14,24,2.1957755088806437,00000001,1,248.87491464614868,153,152
0 10 15,25,2.274855971336393,00000001,1,259.2447027564049,159,158
0 10 16,26,2.363875508308439,00000001,1,269.6144908666611,165,164
0 11 0,11,1.0319799184799194,00000000,0,114.06766921281816,70,70
0 11 1,12,1.1414140462875366,00000000,0,124.43745732307434,76,76
0 11 2,13,1.2201815843582153,00000000,0,134.80724543333054,82,82
0 11 3,14,1.2969374656677246,00000000,0,145.17703354358673,89,89
0 11 4,15,1.4093518257141113,00000000,0,155.54682165384293,95,95
0 11 5,16,1.4975816011428833,00000000,0,165.91660976409912,102,102
0 11 6,17,1.594796776771517,00000000,0,176.28639787435532,108,108
0 11 7,18,1.6586333513259888,00000001,1,186.6561859846115,114,113
0 11 8,19,1.7430037260055542,00000001,1,197.0259740948677,121,120
0 11 9,20,1.8424242734908773,00000001,1,207.3957622051239,127,126
0 11 10,21,1.9190460443496988,00000001,1,217.7655503153801,133,132
0 11 11,22,2.0083039999008463,00000001,1,228.13533842563632,140,139
0 11 12,23,2.09030508995059,00000001,1,238.50512653589246,146,145
0 11 13,24,2.180561423301725,00000001,1,248.87491464614868,153,152
0 11 14,25,2.2742152214050577,00000001,1,259.2447027564049,159,158
0 11 15,26,2.359375357627897,00000001,1,269.6144908666611,165,164
0 11 16,27,2.4406164884567545,00000001,1,279.98427897691727,172,171
0 12 0,12,1.1437386274337769,00000000,0,124.43745732307434,76,76
0 12 1,13,1.220211386680603,00000000,0,134.80724543333054,82,82
0 12 2,14,1.2978911399841309,00000000,0,145.17703354358673,89,89
0 12 3,15,1.4048218727111816,00000000,0,155.54682165384293,95,95
0 12 4,16,1.4995932579040527,00000000,0,165.91660976409912,102,102
0 12 5,17,1.579195261001587,00000000,0,176.28639787435532,108,108
0 12 6,18,1.6867071390151978,00000001,1,186.6561859846115,114,113
0 12 7,19,1.7417967319488525,00000001,1,197.0259740948677,121,120
0 12 8,20,1.8348991870880127,00000001,1,207.3957622051239,127,126
0 12 9,21,1.9297003746032715,00000001,1,217.7655503153801,133,132
0 12 10,22,2.0222514867782877,00000001,1,228.13533842563632,140,139
0 12 11,23,2.098828554153471,00000001,1,238.50512653589246,146,145
0 12 12,24,2.1929591894150064,00000001,1,248.87491464614868,153,152
0 12 13,25,2.2748112678528116,00000001,1,259.2447027564049,159,158
0 12 14,26,2.37201154232028,00000001,1,269.6144908666611,165,164
0 12 15,27,2.4490356445312784,00000001,1,279.98427897691727,172,171
0 12 16,28,2.542704343795805,00000001,1,290.35406708717346,178,177
0 13 0,13,1.2224018573760986,00000000,0,134.80724543333054,82,82
0 13 1,14,1.2974590063095093,00000000,0,145.17703354358673,89,89
0 13 2,15,1.4197081327438354,00000000,0,155.54682165384293,95,95
0 13 3,16,1.499369740486145,00000000,0,165.91660976409912,102,102
0 13 4,17,1.57986581325531,00000000,0,176.28639787435532,108,108
0 13 5,18,1.6561895608901978,00000001,1,186.6561859846115,114,113
0 13 6,19,1.7572641372680664,00000001,1,197.0259740948677,121,120
0 13 7,20,1.8446892499923706,00000001,1,207.3957622051239,127,126
0 13 8,21,1.924261450767517,00000001,1,217.7655503153801,133,132
0 13 9,22,2.001971006393461,00000001,1,228.13533842563632,140,139
0 13 10,23,2.1244138479233072,00000001,1,238.50512653589246,146,145
0 13 11,24,2.2053867578506754,00000001,1,248.87491464614868,153,152
0 13 12,25,2.2929459810257242,00000001,1,259.2447027564049,159,158
0 13 13,26,2.362787723541288,00000001,1,269.6144908666611,165,164
0 13 14,27,2.4676024913788126,00000001,1,279.98427897691727,172,171
0 13 15,28,2.506583929061918,00000001,1,290.35406708717346,178,177
0 13 16,29,2.6175677776336954,00000001,1,300.72385519742966,184,183
0 14 0,14,1.297786831855774,00000000,0,145.17703354358673,89,89
0 14 1,15,1.3955682516098022,00000000,0,155.54682165384293,95,95
0 14 2,16,1.4975666999816895,00000000,0,165.91660976409912,102,102
0 14 3,17,1.5791654586791992,00000000,0,176.28639787435532,108,108
0 14 4,18,1.6773343086242676,00000001,1,186.6561859846115,114,113
0 14 5,19,1.759350299835205,00000001,1,197.0259740948677,121,120
0 14 6,20,1.831337809562683,00000001,1,207.3957622051239,127,126
0 14 7,21,1.9312798976898193,00000001,1,217.7655503153801,133,132
0 14 8,22,2.031773328781128,00000001,1,228.13533842563632,140,139
0 14 9,23,2.1171569824219034,00000001,1,238.50512653589246,146,145
0 14 10,24,2.2009611129761026,00000001,1,248.87491464614868,153,152
0 14 11,25,2.2831410169601725,00000001,1,259.2447027564049,159,158
0 14 12,26,2.3550242185592936,00000001,1,269.6144908666611,165,164
0 14 13,27,2.4726986885071085,00000001,1,279.98427897691727,172,171
0 14 14,28,2.519801259040861,00000001,1,290.35406708717346,178,177
0 14 15,29,2.621620893478422,00000001,1,300.72385519742966,184,183
0 14 16,30,2.675712108612089,00000001,1,311.09364330768585,191,190
0 15 0,15,1.4080405235290527,00000000,0,155.54682165384293,95,95
0 15 1,16,1.4987736940383911,00000000,0,165.91660976409912,102,102
0 15 2,17,1.5861988067626953,00000000,0,176.28639787435532,108,108
0 15 3,18,1.6608089208602905,00000001,1,186.6561859846115,114,113
0 15 4,19,1.7676949501037598,00000001,1,197.0259740948677,121,120
0 15 5,20,1.8546581268310547,00000001,1,207.3957622051239,127,126
0 15 6,21,1.9337385892868042,00000001,1,217.7655503153801,133,132
0 15 7,22,2.0286142826080322,00000001,1,228.13533842563632,140,139
0 15 8,23,2.111613750457792,00000001,1,238.50512653589246,146,145
0 15 9,24,2.1823048591614054,00000001,1,248.87491464614868,153,152
0 15 10,25,2.286911010742216,00000001,1,259.2447027564049,159,158
0 15 11,26,2.374932169914274,00000001,1,269.6144908666611,165,164
0 15 12,27,2.4464130401611612,00000001,1,279.98427897691727,172,171
0 15 13,28,2.5280714035034464,00000001,1,290.35406708717346,178,177
0 15 14,29,2.613887190818815,00000001,1,300.72385519742966,184,183
0 15 15,30,2.680882811546354,00000001,1,311.09364330768585,191,190
0 15 16,31,2.7883499860763834,00000001,1,321.46343141794205,197,196
0 16 0,16,1.4984309673309326,00000000,0,165.91660976409912,102,102
0 16 1,17,1.5929639339447021,00000000,0,176.28639787435532,108,108
0 16 2,18,1.663491129875183,00000001,1,186.6561859846115,114,113
0 16 3,19,1.7591267824172974,00000001,1,197.0259740948677,121,120
0 16 4,20,1.870423555374117,00000001,1,207.3957622051239,127,126
0 16 5,21,1.923680305480957,00000001,1,217.7655503153801,133,132
0 16 6,22,2.0579248666763306,00000001,1,228.13533842563632,140,139
0 16 7,23,2.1187961101532267,00000001,1,238.50512653589246,146,145
0 16 8,24,2.2186636924743937,00000001,1,248.87491464614868,153,152
0 16 9,25,2.2815763950348185,00000001,1,259.2447027564049,159,158
0 16 10,26,2.371996641159086,00000001,1,269.6144908666611,165,164
0 16 11,27,2.4459809064865397,00000001,1,279.98427897691727,172,171
0 16 12,28,2.5593340396881388,00000001,1,290.35406708717346,178,177
0 16 13,29,2.6090890169144245,00000001,1,300.72385519742966,184,183
0 16 14,30,2.6917010545730875,00000001,1,311.09364330768585,191,190
0 16 15,31,2.7748346328735636,00000001,1,321.46343141794205,197,196
0 16 16,32,2.874150872230558,00000001,1,331.83321952819824,204,203
1 0 0,16,33.638954162597656,00010100,20,165.91660976409912,102,82
1 0 1,17,33.719539642333984,00010100,20,176.28639787435532,108,88
1 0 2,18,33.81367027759552,00010100,20,186.6561859846115,114,94
1 0 3,19,33.909931778907776,00010100,20,197.0259740948677,121,101
1 0 4,20,33.988088369369535,00010100,20,207.3957622051239,127,107
1 0 5,21,34.07779335975644,00010100,20,217.7655503153801,133,113
1 0 6,22,34.17783975601196,00010101,21,228.13533842563632,140,119
1 0 7,23,34.26298499107361,00010101,21,238.50512653589246,146,125
1 0 8,24,34.33184325695038,00010101,21,248.87491464614868,153,132
1 0 9,25,34.4233363866806,00010101,21,259.2447027564049,159,138
1 0 10,26,34.50067341327673,00010101,21,269.6144908666611,165,144
1 0 11,27,34.60010886192322,00010101,21,279.98427897691727,172,151
1 0 12,28,34.67585146427152,00010101,21,290.35406708717346,178,157
1 0 13,29,34.76390242576602,00010101,21,300.72385519742966,184,163
1 0 14,30,34.85317528247833,00010101,21,311.09364330768585,191,170
1 0 15,31,34.93277728557592,00010101,21,321.46343141794205,197,176
1 0 16,32,35.01683473587036,00010101,21,331.83321952819824,204,183
1 1 0,17,33.72935950756073,00010100,20,176.28639787435532,108,88
1 1 1,18,33.82256627082825,00010100,20,186.6561859846115,114,94
1 1 2,19,33.90848636627197,00010100,20,197.0259740948677,121,101
1 1 3,20,33.989787101745605,00010100,20,207.3957622051239,127,107
1 1 4,21,34.080952405929565,00010100,20,217.7655503153801,133,113
1 1 5,22,34.16059911251068,00010101,21,228.13533842563632,140,119
1 1 6,23,34.26608443260193,00010101,21,238.50512653589246,146,125
1 1 7,24,34.33686494827273,00010101,21,248.87491464614868,153,132
1 1 8,25,34.4214141368866,00010101,21,259.2447027564049,159,138
1 1 9,26,34.500300884246826,00010101,21,269.6144908666611,165,144
1 1 10,27,34.58586335182193,00010101,21,279.98427897691727,172,151
1 1 11,28,34.67880189418793,00010101,21,290.35406708717346,178,157
1 1 12,29,34.769296646118164,00010101,21,300.72385519742966,184,163
1 1 13,30,34.83682870864868,00010101,21,311.09364330768585,191,170
1 1 14,31,34.92484986782074,00010101,21,321.46343141794205,197,176
1 1 15,32,35.02517938613889,00010101,21,331.83321952819824,204,183
1 1 16,33,35.100832581520024,00010101,21,342.20300763845444,210,189
1 2 0,18,33.81170332431793,00010100,20,186.6561859846115,114,94
1 2 1,19,33.90662372112274,00010100,20,197.0259740948677,121,101
1 2 2,20,34.00455415248874,00010100,20,207.3957622051239,127,107
1 2 3,21,34.08956527709961,00010100,20,217.7655503153801,133,113
1 2 4,22,34.160539507865934,00010101,21,228.13533842563632,140,119
1 2 5,23,34.26113724708557,00010101,21,238.50512653589246,146,125
1 2 6,24,34.348905086517334,00010101,21,248.87491464614868,153,132
1 2 7,25,34.42990779876712,00010101,21,259.2447027564049,159,138
1 2 8,26,34.509360790252686,00010101,21,269.6144908666611,165,144
1 2 9,27,34.59168970584872,00010101,21,279.98427897691727,172,151
1 2 10,28,34.670084714889526,00010101,21,290.35406708717346,178,157
1 2 11,29,34.75180268287656,00010101,21,300.72385519742966,184,163
1 2 12,30,34.84973311424258,00010101,21,311.09364330768585,191,170
1 2 13,31,34.938469529151945,00010101,21,321.46343141794205,197,176
1 2 14,32,35.00820696353912,00010101,21,331.83321952819824,204,183
1 2 15,33,35.10713577270508,00010101,21,342.20300763845444,210,189
1 2 16,34,35.171955823898344,00010101,21,352.57279574871063,216,195
1 3 0,19,33.91873836517334,00010100,20,197.0259740948677,121,101
1 3 1,20,34.01412069797516,00010100,20,207.3957622051239,127,107
1 3 2,21,34.08628702163696,00010100,20,217.7655503153801,133,113
1 3 3,22,34.175843000412016,00010101,21,228.13533842563632,140,119
1 3 4,23,34.25461053848272,00010101,21,238.50512653589246,146,125
1 3 5,24,34.33920443058014,00010101,21,248.87491464614868,153,132
1 3 6,25,34.43181514739993,00010101,21,259.2447027564049,159,138
1 3 7,26,34.512311220169124,00010101,21,269.6144908666611,165,144
1 3 8,27,34.60527956485748,00010101,21,279.98427897691727,172,151
1 3 9,28,34.68288481235504,00010101,21,290.35406708717346,178,157
1 3 10,29,34.76454317569733,00010101,21,300.72385519742966,184,163
1 3 11,30,34.841611981391935,00010101,21,311.09364330768585,191,170
1 3 12,31,34.91909801959994,00010101,21,321.46343141794205,197,176
1 3 13,32,35.00750660896301,00010101,21,331.83321952819824,204,183
1 3 14,33,35.093620419502344,00010101,21,342.20300763845444,210,189
1 3 15,34,35.16091406345362,00010101,21,352.57279574871063,216,195
1 3 16,35,35.24674475193024,00010101,21,362.9425838589668,223,202
1 4 0,20,34.00324285030362,00010100,20,207.3957622051239,127,107
1 4 1,21,34.08123552799225,00010100,20,217.7655503153801,133,113
1 4 2,22,34.18397903442383,00010101,21,228.13533842563632,140,119
1 4 3,23,34.266188740730286,00010101,21,238.50512653589246,146,125
1 4 4,24,34.340232610702486,00010101,21,248.87491464614868,153,132
1 4 5,25,34.41785275936124,00010101,21,259.2447027564049,159,138
1 4 6,26,34.5061719417572,00010101,21,269.6144908666611,165,144
1 4 7,27,34.60100293159482,00010101,21,279.98427897691727,172,151
1 4 8,28,34.67963635921478,00010101,21,290.35406708717346,178,157
1 4 9,29,34.75971519947052,00010101,21,300.72385519742966,184,163
1 4 10,30,34.85167026519778,00010101,21,311.09364330768585,191,170
1 4 11,31,34.91963446140289,00010101,21,321.46343141794205,197,176
1 4 12,32,35.0109338760376,00010101,21,331.83321952819824,204,183
1 4 13,33,35.092681646347046,00010101,21,342.20300763845444,210,189
1 4 14,34,35.18584370613098,00010101,21,352.57279574871063,216,195
1 4 15,35,35.25562584400177,00010101,21,362.9425838589668,223,202
1 4 16,36,35.327449440956144,00010101,21,373.312371969223,229,208
1 5 0,21,34.07898545265198,00010100,20,217.7655503153801,133,113
1 5 1,22,34.169301390647945,00010101,21,228.13533842563632,140,119
1 5 2,23,34.271180629730225,00010101,21,238.50512653589246,146,125
1 5 3,24,34.34891998767853,00010101,21,248.87491464614868,153,132
1 5 4,25,34.43567454814914,00010101,21,259.2447027564049,159,138
1 5 5,26,34.50641036033633,00010101,21,269.6144908666611,165,144
1 5 6,27,34.59510207176206,00010101,21,279.98427897691727,172,151
1 5 7,28,34.67498719692233,00010101,21,290.35406708717346,178,157
1 5 8,29,34.76127982139593,00010101,21,300.72385519742966,184,163
1 5 9,30,34.84179079532623,00010101,21,311.09364330768585,191,170
1 5 10,31,34.92081165313721,00010101,21,321.46343141794205,197,176
1 5 11,32,35.002529621124324,00010101,21,331.83321952819824,204,183
1 5 12,33,35.080954432487545,00010101,21,342.20300763845444,210,189
1 5 13,34,35.18879413604736,00010101,21,352.57279574871063,216,195
1 5 14,35,35.25201976299286,00010101,21,362.9425838589668,223,202
1 5 15,36,35.32719612121585,00010101,21,373.312371969223,229,208
1 5 16,37,35.40524840354922,00010101,21,383.6821600794792,235,214
1 6 0,22,34.17615592479714,00010101,21,228.13533842563632,140,119
1 6 1,23,34.260258078575134,00010101,21,238.50512653589246,146,125
1 6 2,24,34.3548059463501,00010101,21,248.87491464614868,153,132
1 6 3,25,34.43276882171634,00010101,21,259.2447027564049,159,138
1 6 4,26,34.52402353286743,00010101,21,269.6144908666611,165,144
1 6 5,27,34.60417687892914,00010101,21,279.98427897691727,172,151
1 6 6,28,34.67495739459994,00010101,21,290.35406708717346,178,157
1 6 7,29,34.752458333969145,00010101,21,300.72385519742966,184,163
1 6 8,30,34.84398126602173,00010101,21,311.09364330768585,191,170
1 6 9,31,34.91644561290741,00010101,21,321.46343141794205,197,176
